4	21	2009	1794	57.5	0.625	15	0.952574127
4	22	2009	1560	51.6	0.625	15	0.98201379
4	23	2009	1610	54	0.625	15	0.993307149
4	24	2009	1854	57.6	0.6875	16.5	0.997527377
4	25	2009	2162	68.1	0.645833333	15.5	0.999088949
4	27	2009	2910	74.8	0.604166667	14.5	0.880797078
4	29	2009	1858	63.1	0.604166667	14.5	0.98201379
4	30	2009	1678	55	0.625	15	0.993307149
5	1	2009	2262	65.7	0.666666667	16	0.997527377
5	2	2009	1970	66.4	0.604166667	14.5	0.999088949
5	4	2009	1616	55.4	0.625	15	0.880797078
5	5	2009	1656	55.2	0.729166667	17.5	0.952574127
5	6	2009	1686	58.5	0.625	15	0.98201379
5	7	2009	1980	64.9	0.604166667	14.5	0.993307149
5	8	2009	2356	65	0.625	15	0.997527377
5	9	2009	2618	73	0.604166667	14.5	0.999088949
5	11	2009	1696	59.7	0.604166667	14.5	0.880797078
5	12	2009	1916	57.1	0.604166667	14.5	0.952574127
5	13	2009	2024	60.5	0.583333333	14	0.98201379
5	14	2009	2242	65.5	0.5625	13.5	0.993307149
5	15	2009	2678	69.8	0.625	15	0.997527377
5	16	2009	2340	70.6	0.625	15	0.999088949
5	18	2009	1758	56.7	0.625	15	0.880797078
5	19	2009	1900	57.4	0.625	15	0.952574127
5	23	2009	2672	74.1	0.625	15	0.999088949
5	26	2009	2194	65.5	0.625	15	0.952574127
5	27	2009	2092	62.9	0.583333333	14	0.98201379
5	28	2009	2582	70.9	0.583333333	14	0.993307149
5	30	2009	2618	69.7	0.625	15	0.999088949
6	1	2009	2406	66.1	0.583333333	14	0.880797078
6	4	2009	2080	63.7	0.604166667	14.5	0.993307149
6	5	2009	2010	61.7	0.666666667	16	0.997527377
6	6	2009	1858	65.6	0.625	15	0.999088949
6	10	2009	2648	70.6	0.541666667	13	0.98201379
6	13	2009	2976	77.2	0.625	15	0.999088949
6	17	2009	2296	65.3	0.604166667	14.5	0.98201379
6	18	2009	2710	71	0.583333333	14	0.993307149
6	20	2009	2938	76.3	0.604166667	14.5	0.999088949
6	27	2009	3016	75.7	0.645833333	15.5	0.999088949
6	29	2009	2980	75.4	0.625	15	0.880797078
7	6	2009	2750	72	0.583333333	14	0.880797078
7	8	2009	2996	75.9	0.625	15	0.98201379
7	9	2009	2814	73.3	0.625	15	0.993307149
7	12	2009	2702	80.1	0.5	12	0.731058579
7	13	2009	3130	79	0.604166667	14.5	0.880797078
7	15	2009	3030	76.9	0.5625	13.5	0.98201379
7	18	2009	2770	74.7	0.625	15	0.999088949
7	20	2009	2784	75.6	0.604166667	14.5	0.880797078
7	22	2009	3194	78.7	0.583333333	14	0.98201379
7	25	2009	3200	79.3	0.604166667	14.5	0.999088949
7	26	2009	2600	78	0.458333333	11	0.731058579
8	1	2009	3144	77.8	0.645833333	15.5	0.999088949
8	6	2009	3008	75.2	0.645833333	15.5	0.993307149
8	8	2009	2960	76.8	0.645833333	15.5	0.999088949
8	9	2009	3120	82.8	0.4375	10.5	0.731058579
8	14	2009	3120	77.7	0.625	15	0.997527377
8	15	2009	2824	79.6	0.625	15	0.999088949
8	17	2009	3154	80.9	0.604166667	14.5	0.880797078
8	22	2009	2902	76.5	0.583333333	14	0.999088949
8	24	2009	3056	77.6	0.645833333	15.5	0.880797078
8	25	2009	3046	77.4	0.645833333	15.5	0.952574127
8	27	2009	3276	81.3	0.604166667	14.5	0.993307149
8	28	2009	3058	76.4	0.604166667	14.5	0.997527377
8	31	2009	2542	70.1	0.645833333	15.5	0.880797078
9	1	2009	2196	67.4	0.520833333	12.5	0.952574127
9	2	2009	2442	67.6	0.604166667	14.5	0.98201379
9	3	2009	2396	69.7	0.604166667	14.5	0.993307149
9	4	2009	2318	72.8	0.5625	13.5	0.997527377
9	5	2009	2824	75.6	0.604166667	14.5	0.999088949
9	8	2009	2646	69	0.645833333	15.5	0.952574127
9	9	2009	2590	70.4	0.645833333	15.5	0.98201379
9	10	2009	2520	68.5	0.625	15	0.993307149
9	11	2009	2256	63.2	0.6875	16.5	0.997527377
9	12	2009	2088	66.8	0.625	15	0.999088949
9	14	2009	2794	73.3	0.625	15	0.880797078
9	15	2009	2858	74.6	0.625	15	0.952574127
9	16	2009	2760	72.1	0.645833333	15.5	0.98201379
9	17	2009	2362	66.1	0.625	15	0.993307149
9	18	2009	2586	68.3	0.645833333	15.5	0.997527377
9	19	2009	2364	69.3	0.604166667	14.5	0.999088949
9	23	2009	3002	75.9	0.625	15	0.98201379
9	24	2009	3186	78.7	0.625	15	0.993307149
9	25	2009	2728	71.3	0.625	15	0.997527377
9	26	2009	2128	64.2	0.645833333	15.5	0.999088949
9	28	2009	2406	67.6	0.583333333	14	0.880797078
10	3	2009	2428	69.2	0.583333333	14	0.999088949
10	7	2009	2226	67.5	0.625	15	0.98201379
10	9	2009	2552	69.4	0.645833333	15.5	0.997527377
10	10	2009	2222	70.7	0.5625	13.5	0.999088949
10	14	2009	1804	50.8	0.645833333	15.5	0.98201379
10	15	2009	1796	47.1	0.625	15	0.993307149
10	17	2009	1576	44.8	0.645833333	15.5	0.999088949
10	18	2009	1090	45.4	0.25	6	0.731058579
10	22	2009	2014	59.8	0.604166667	14.5	0.993307149
10	23	2009	1976	60.7	0.6875	16.5	0.997527377
10	24	2009	1970	66.7	0.625	15	0.999088949
10	27	2009	1774	56	0.625	15	0.952574127
10	28	2009	1950	62.1	0.625	15	0.98201379
10	29	2009	1880	59.7	0.625	15	0.993307149
10	31	2009	1928	61.8	0.645833333	15.5	0.999088949
11	1	2009	1052	55.4	0.25	6	0.731058579
11	2	2009	1806	54.6	0.645833333	15.5	0.880797078
11	5	2009	1798	50.6	0.625	15	0.993307149
11	7	2009	1636	46	0.604166667	14.5	0.999088949
11	8	2009	1102	56.3	0.25	6	0.731058579
11	9	2009	1896	56.9	0.583333333	14	0.880797078
11	10	2009	1946	58.5	0.625	15	0.952574127
11	14	2009	1700	55.9	0.645833333	15.5	0.999088949
11	15	2009	1264	59	0.270833333	6.5	0.731058579
11	21	2009	1678	50.5	0.604166667	14.5	0.999088949
11	22	2009	1116	49.6	0.25	6	0.731058579
11	23	2009	1736	48.5	0.645833333	15.5	0.880797078
11	25	2009	1694	52.8	0.645833333	15.5	0.98201379
11	26	2009	1312	48.4	0.333333333	8	0.993307149
11	27	2009	1508	46.2	0.4375	10.5	0.997527377
11	28	2009	1662	44.7	0.645833333	15.5	0.999088949
11	29	2009	1140	47	0.333333333	8	0.731058579
11	30	2009	1792	53.3	0.645833333	15.5	0.880797078
12	3	2009	1862	58.8	0.604166667	14.5	0.993307149
12	5	2009	1754	41.3	0.625	15	0.999088949
12	6	2009	1182	34.4	0.229166667	5.5	0.731058579
12	12	2009	1766	34.1	0.645833333	15.5	0.999088949
12	13	2009	1158	37.5	0.229166667	5.5	0.731058579
12	26	2009	1652	46.6	0.625	15	0.999088949
12	27	2009	1306	41.7	0.3125	7.5	0.731058579
12	28	2009	1628	37.3	0.604166667	14.5	0.880797078
12	29	2009	1624	32.4	0.625	15	0.952574127
12	30	2009	1558	27.6	0.416666667	10	0.98201379
12	31	2009	1500	33.5	0.520833333	12.5	0.993307149
1	2	2010	1650	28.6	0.604166667	14.5	0.999088949
1	3	2010	1188	21.5	0.25	6	0.731058579
1	9	2010	1718	28.4	0.625	15	0.999088949
1	10	2010	1208	26	0.25	6	0.731058579
1	16	2010	1786	41.5	0.645833333	15.5	0.999088949
1	17	2010	1238	40.6	0.270833333	6.5	0.731058579
1	18	2010	1536	46	0.4375	10.5	0.880797078
1	24	2010	1216	39.3	0.25	6	0.731058579
1	25	2010	1860	58.6	0.645833333	15.5	0.880797078
1	30	2010	1504	21	0.479166667	11.5	0.999088949
1	31	2010	1182	22.3	0.270833333	6.5	0.731058579
2	5	2010	1220	34.9	0.270833333	6.5	0.997527377
2	15	2010	1566	30.7	0.6875	16.5	0.880797078
2	21	2010	1166	40.7	0.25	6	0.731058579
2	27	2010	1754	37.5	0.666666667	16	0.999088949
2	28	2010	1268	40.4	0.229166667	5.5	0.731058579
3	7	2010	1134	47.4	0.333333333	8	0.731058579
3	10	2010	1786	51.9	0.645833333	15.5	0.98201379
3	13	2010	1716	51.7	0.666666667	16	0.999088949
3	14	2010	1498	50.5	0.583333333	14	0.731058579
3	21	2010	1562	60.9	0.270833333	6.5	0.731058579
3	22	2010	2214	62	0.645833333	15.5	0.880797078
3	28	2010	1358	46.8	0.25	6	0.731058579
3	29	2010	1740	54	0.625	15	0.880797078
3	30	2010	1606	51.7	0.625	15	0.952574127
3	31	2010	1688	57	0.625	15	0.98201379
4	1	2010	1890	59.9	0.625	15	0.993307149
4	2	2010	1924	62.7	0.625	15	0.997527377
4	3	2010	1844	59.2	0.583333333	14	0.999088949
4	5	2010	2208	66.9	0.5625	13.5	0.880797078
4	6	2010	2682	73.6	0.604166667	14.5	0.952574127
4	7	2010	2874	77.5	0.625	15	0.98201379
4	8	2010	2926	77.1	0.604166667	14.5	0.993307149
4	11	2010	1694	59.5	0.291666667	7	0.731058579
4	17	2010	2216	64.1	0.625	15	0.999088949
4	18	2010	1498	49	0.229166667	5.5	0.731058579
4	24	2010	1994	58.5	0.645833333	15.5	0.999088949
4	25	2010	1594	60.7	0.291666667	7	0.731058579
5	1	2010	2542	72.2	0.645833333	15.5	0.999088949
5	3	2010	2918	78.1	0.645833333	15.5	0.880797078
5	4	2010	2818	75.5	0.625	15	0.952574127
5	5	2010	2784	72.7	0.583333333	14	0.98201379
5	6	2010	2796	75.4	0.604166667	14.5	0.993307149
5	8	2010	2444	71.8	0.625	15	0.999088949
5	9	2010	1546	56.9	0.354166667	8.5	0.731058579
5	15	2010	2550	72.8	0.625	15	0.999088949
5	16	2010	1938	68.3	0.333333333	8	0.731058579
5	22	2010	2492	71.2	0.625	15	0.999088949
5	25	2010	2464	71.7	0.625	15	0.952574127
5	26	2010	2716	75.5	0.604166667	14.5	0.98201379
5	27	2010	3040	81.2	0.625	15	0.993307149
5	28	2010	2602	73.2	0.666666667	16	0.997527377
5	29	2010	2384	71	0.645833333	15.5	0.999088949
6	1	2010	2928	79.4	0.625	15	0.952574127
6	2	2010	3094	79.8	0.625	15	0.98201379
6	3	2010	3128	80.3	0.625	15	0.993307149
6	4	2010	3120	77.6	0.6875	16.5	0.997527377
6	5	2010	3066	81.7	0.625	15	0.999088949
6	7	2010	2780	72	0.645833333	15.5	0.880797078
6	9	2010	2418	70.1	0.625	15	0.98201379
6	10	2010	2966	78.8	0.625	15	0.993307149
6	11	2010	3072	77.2	0.666666667	16	0.997527377
6	12	2010	2824	79	0.625	15	0.999088949
6	14	2010	3458	83.3	0.625	15	0.880797078
6	15	2010	3014	76.8	0.645833333	15.5	0.952574127
6	16	2010	2842	75.2	0.645833333	15.5	0.98201379
6	17	2010	3040	79.8	0.625	15	0.993307149
6	19	2010	2944	79.2	0.645833333	15.5	0.999088949
6	22	2010	3580	85	0.625	15	0.952574127
6	26	2010	3348	83.6	0.604166667	14.5	0.999088949
6	29	2010	3384	85.3	0.645833333	15.5	0.952574127
6	30	2010	2976	76	0.625	15	0.98201379
7	3	2010	2706	75.2	0.625	15	0.999088949
7	7	2010	3882	91.5	0.625	15	0.98201379
7	10	2010	3016	78.2	0.625	15	0.999088949
7	12	2010	3128	79.2	0.645833333	15.5	0.880797078
