Date,HourOfDay,kWh,Month,Day,Year,FiscalYear,DayOfWeek
01/01/2013,0,0.0,2,2,4026,4026,4
01/01/2013,1,0.0,2,2,4026,4026,4
01/01/2013,2,0.0,2,2,4026,4026,4
01/01/2013,3,0.0,2,2,4026,4026,4
01/01/2013,4,0.0,2,2,4026,4026,4
01/01/2013,5,0.0,2,2,4026,4026,4
01/01/2013,6,0.0,2,2,4026,4026,4
01/01/2013,7,0.0,2,2,4026,4026,4
01/01/2013,8,0.0,2,2,4026,4026,4
01/01/2013,9,0.0,2,2,4026,4026,4
01/01/2013,10,0.0,2,2,4026,4026,4
01/01/2013,11,0.0,2,2,4026,4026,4
01/01/2013,12,0.0,2,2,4026,4026,4
01/01/2013,13,0.0,2,2,4026,4026,4
01/01/2013,14,0.0,2,2,4026,4026,4
01/01/2013,15,0.0,2,2,4026,4026,4
01/01/2013,16,0.0,2,2,4026,4026,4
01/01/2013,17,0.0,2,2,4026,4026,4
01/01/2013,18,0.0,2,2,4026,4026,4
01/01/2013,19,0.0,2,2,4026,4026,4
01/01/2013,20,0.0,2,2,4026,4026,4
01/01/2013,21,0.0,2,2,4026,4026,4
01/01/2013,22,0.0,2,2,4026,4026,4
01/01/2013,23,0.0,2,2,4026,4026,4
01/01/2014,0,13.600000000000001,2,2,4028,4028,6
01/01/2014,1,14.7,2,2,4028,4028,6
01/01/2014,2,14.399999999999999,2,2,4028,4028,6
01/01/2014,3,15.100000000000001,2,2,4028,4028,6
01/01/2014,4,15.2,2,2,4028,4028,6
01/01/2014,5,14.399999999999999,2,2,4028,4028,6
01/01/2014,6,14.899999999999999,2,2,4028,4028,6
01/01/2014,7,15.0,2,2,4028,4028,6
01/01/2014,8,14.0,2,2,4028,4028,6
01/01/2014,9,13.0,2,2,4028,4028,6
01/01/2014,10,10.7,2,2,4028,4028,6
01/01/2014,11,8.3,2,2,4028,4028,6
01/01/2014,12,8.6,2,2,4028,4028,6
01/01/2014,13,6.4,2,2,4028,4028,6
01/01/2014,14,7.8,2,2,4028,4028,6
01/01/2014,15,9.8,2,2,4028,4028,6
01/01/2014,16,11.8,2,2,4028,4028,6
01/01/2014,17,21.6,2,2,4028,4028,6
01/01/2014,18,22.9,2,2,4028,4028,6
01/01/2014,19,22.6,2,2,4028,4028,6
01/01/2014,20,22.6,2,2,4028,4028,6
01/01/2014,21,22.9,2,2,4028,4028,6
01/01/2014,22,18.2,2,2,4028,4028,6
01/01/2014,23,13.2,2,2,4028,4028,6
01/02/2013,0,0.0,2,4,4026,4026,6
01/02/2013,1,0.0,2,4,4026,4026,6
01/02/2013,2,0.0,2,4,4026,4026,6
01/02/2013,3,0.0,2,4,4026,4026,6
01/02/2013,4,0.0,2,4,4026,4026,6
01/02/2013,5,0.0,2,4,4026,4026,6
01/02/2013,6,0.0,2,4,4026,4026,6
01/02/2013,7,0.0,2,4,4026,4026,6
01/02/2013,8,0.0,2,4,4026,4026,6
01/02/2013,9,0.0,2,4,4026,4026,6
01/02/2013,10,0.0,2,4,4026,4026,6
01/02/2013,11,0.0,2,4,4026,4026,6
01/02/2013,12,0.0,2,4,4026,4026,6
01/02/2013,13,0.0,2,4,4026,4026,6
01/02/2013,14,0.0,2,4,4026,4026,6
01/02/2013,15,0.0,2,4,4026,4026,6
01/02/2013,16,0.0,2,4,4026,4026,6
01/02/2013,17,0.0,2,4,4026,4026,6
01/02/2013,18,0.0,2,4,4026,4026,6
01/02/2013,19,0.0,2,4,4026,4026,6
01/02/2013,20,0.0,2,4,4026,4026,6
01/02/2013,21,0.0,2,4,4026,4026,6
01/02/2013,22,0.0,2,4,4026,4026,6
01/02/2013,23,0.0,2,4,4026,4026,6
01/02/2014,0,13.9,2,4,4028,4028,8
01/02/2014,1,13.7,2,4,4028,4028,8
01/02/2014,2,14.0,2,4,4028,4028,8
01/02/2014,3,13.7,2,4,4028,4028,8
01/02/2014,4,13.6,2,4,4028,4028,8
01/02/2014,5,14.1,2,4,4028,4028,8
01/02/2014,6,14.3,2,4,4028,4028,8
01/02/2014,7,13.8,2,4,4028,4028,8
01/02/2014,8,13.6,2,4,4028,4028,8
01/02/2014,9,13.4,2,4,4028,4028,8
01/02/2014,10,13.7,2,4,4028,4028,8
01/02/2014,11,11.4,2,4,4028,4028,8
01/02/2014,12,11.899999999999999,2,4,4028,4028,8
01/02/2014,13,12.1,2,4,4028,4028,8
01/02/2014,14,12.1,2,4,4028,4028,8
01/02/2014,15,13.9,2,4,4028,4028,8
01/02/2014,16,13.6,2,4,4028,4028,8
01/02/2014,17,23.2,2,4,4028,4028,8
01/02/2014,18,70.3,2,4,4028,4028,8
01/02/2014,19,89.1,2,4,4028,4028,8
01/02/2014,20,89.30000000000001,2,4,4028,4028,8
01/02/2014,21,73.3,2,4,4028,4028,8
01/02/2014,22,19.0,2,4,4028,4028,8
01/02/2014,23,14.100000000000001,2,4,4028,4028,8
01/03/2013,0,0.0,2,6,4026,4026,8
01/03/2013,1,0.0,2,6,4026,4026,8
01/03/2013,2,0.0,2,6,4026,4026,8
01/03/2013,3,0.0,2,6,4026,4026,8
01/03/2013,4,0.0,2,6,4026,4026,8
01/03/2013,5,0.0,2,6,4026,4026,8
01/03/2013,6,0.0,2,6,4026,4026,8
01/03/2013,7,0.0,2,6,4026,4026,8
01/03/2013,8,0.0,2,6,4026,4026,8
01/03/2013,9,0.0,2,6,4026,4026,8
01/03/2013,10,0.0,2,6,4026,4026,8
01/03/2013,11,0.0,2,6,4026,4026,8
01/03/2013,12,0.0,2,6,4026,4026,8
01/03/2013,13,0.0,2,6,4026,4026,8
01/03/2013,14,0.0,2,6,4026,4026,8
01/03/2013,15,0.0,2,6,4026,4026,8
01/03/2013,16,0.0,2,6,4026,4026,8
01/03/2013,17,0.0,2,6,4026,4026,8
01/03/2013,18,0.0,2,6,4026,4026,8
01/03/2013,19,0.0,2,6,4026,4026,8
01/03/2013,20,0.0,2,6,4026,4026,8
01/03/2013,21,0.0,2,6,4026,4026,8
01/03/2013,22,0.0,2,6,4026,4026,8
01/03/2013,23,0.0,2,6,4026,4026,8
01/03/2014,0,16.4,2,6,4028,4028,10
01/03/2014,1,15.2,2,6,4028,4028,10
01/03/2014,2,16.299999999999997,2,6,4028,4028,10
01/03/2014,3,16.6,2,6,4028,4028,10
01/03/2014,4,17.2,2,6,4028,4028,10
01/03/2014,5,16.9,2,6,4028,4028,10
01/03/2014,6,17.3,2,6,4028,4028,10
01/03/2014,7,17.200000000000003,2,6,4028,4028,10
01/03/2014,8,16.8,2,6,4028,4028,10
01/03/2014,9,16.9,2,6,4028,4028,10
01/03/2014,10,16.9,2,6,4028,4028,10
01/03/2014,11,16.5,2,6,4028,4028,10
01/03/2014,12,16.2,2,6,4028,4028,10
01/03/2014,13,16.9,2,6,4028,4028,10
01/03/2014,14,16.1,2,6,4028,4028,10
01/03/2014,15,16.4,2,6,4028,4028,10
01/03/2014,16,15.9,2,6,4028,4028,10
01/03/2014,17,25.8,2,6,4028,4028,10
01/03/2014,18,26.700000000000003,2,6,4028,4028,10
01/03/2014,19,27.2,2,6,4028,4028,10
01/03/2014,20,27.5,2,6,4028,4028,10
01/03/2014,21,27.5,2,6,4028,4028,10
01/03/2014,22,23.0,2,6,4028,4028,10
01/03/2014,23,18.0,2,6,4028,4028,10
01/04/2013,0,0.0,2,8,4026,4026,10
01/04/2013,1,0.0,2,8,4026,4026,10
01/04/2013,2,0.0,2,8,4026,4026,10
01/04/2013,3,0.0,2,8,4026,4026,10
01/04/2013,4,0.0,2,8,4026,4026,10
01/04/2013,5,0.0,2,8,4026,4026,10
01/04/2013,6,0.0,2,8,4026,4026,10
01/04/2013,7,0.0,2,8,4026,4026,10
01/04/2013,8,0.0,2,8,4026,4026,10
01/04/2013,9,0.0,2,8,4026,4026,10
01/04/2013,10,0.0,2,8,4026,4026,10
01/04/2013,11,0.0,2,8,4026,4026,10
01/04/2013,12,0.0,2,8,4026,4026,10
01/04/2013,13,0.0,2,8,4026,4026,10
01/04/2013,14,0.0,2,8,4026,4026,10
01/04/2013,15,0.0,2,8,4026,4026,10
01/04/2013,16,0.0,2,8,4026,4026,10
01/04/2013,17,0.0,2,8,4026,4026,10
01/04/2013,18,0.0,2,8,4026,4026,10
01/04/2013,19,0.0,2,8,4026,4026,10
01/04/2013,20,0.0,2,8,4026,4026,10
01/04/2013,21,0.0,2,8,4026,4026,10
01/04/2013,22,0.0,2,8,4026,4026,10
01/04/2013,23,0.0,2,8,4026,4026,10
01/04/2014,0,17.0,2,8,4028,4028,12
01/04/2014,1,18.2,2,8,4028,4028,12
01/04/2014,2,18.0,2,8,4028,4028,12
01/04/2014,3,18.2,2,8,4028,4028,12
01/04/2014,4,18.1,2,8,4028,4028,12
01/04/2014,5,18.2,2,8,4028,4028,12
01/04/2014,6,18.2,2,8,4028,4028,12
01/04/2014,7,18.0,2,8,4028,4028,12
01/04/2014,8,17.9,2,8,4028,4028,12
01/04/2014,9,17.0,2,8,4028,4028,12
01/04/2014,10,16.1,2,8,4028,4028,12
01/04/2014,11,17.5,2,8,4028,4028,12
01/04/2014,12,16.9,2,8,4028,4028,12
01/04/2014,13,15.7,2,8,4028,4028,12
01/04/2014,14,15.3,2,8,4028,4028,12
01/04/2014,15,14.4,2,8,4028,4028,12
01/04/2014,16,14.5,2,8,4028,4028,12
01/04/2014,17,24.3,2,8,4028,4028,12
01/04/2014,18,25.4,2,8,4028,4028,12
01/04/2014,19,25.3,2,8,4028,4028,12
01/04/2014,20,24.799999999999997,2,8,4028,4028,12
01/04/2014,21,24.9,2,8,4028,4028,12
01/04/2014,22,20.4,2,8,4028,4028,12
01/04/2014,23,15.2,2,8,4028,4028,12
01/05/2013,0,0.0,2,10,4026,4026,12
01/05/2013,1,0.0,2,10,4026,4026,12
01/05/2013,2,0.0,2,10,4026,4026,12
01/05/2013,3,0.0,2,10,4026,4026,12
01/05/2013,4,0.0,2,10,4026,4026,12
01/05/2013,5,0.0,2,10,4026,4026,12
01/05/2013,6,0.0,2,10,4026,4026,12
01/05/2013,7,0.0,2,10,4026,4026,12
01/05/2013,8,0.0,2,10,4026,4026,12
01/05/2013,9,0.0,2,10,4026,4026,12
01/05/2013,10,0.0,2,10,4026,4026,12
01/05/2013,11,0.0,2,10,4026,4026,12
01/05/2013,12,0.0,2,10,4026,4026,12
01/05/2013,13,0.0,2,10,4026,4026,12
01/05/2013,14,0.0,2,10,4026,4026,12
01/05/2013,15,0.0,2,10,4026,4026,12
01/05/2013,16,0.0,2,10,4026,4026,12
01/05/2013,17,0.0,2,10,4026,4026,12
01/05/2013,18,0.0,2,10,4026,4026,12
01/05/2013,19,0.0,2,10,4026,4026,12
01/05/2013,20,0.0,2,10,4026,4026,12
01/05/2013,21,0.0,2,10,4026,4026,12
01/05/2013,22,0.0,2,10,4026,4026,12
01/05/2013,23,0.0,2,10,4026,4026,12
01/05/2014,0,14.4,2,10,4028,4028,14
01/05/2014,1,15.1,2,10,4028,4028,14
01/05/2014,2,15.2,2,10,4028,4028,14
01/05/2014,3,14.1,2,10,4028,4028,14
01/05/2014,4,14.600000000000001,2,10,4028,4028,14
01/05/2014,5,14.4,2,10,4028,4028,14
01/05/2014,6,14.5,2,10,4028,4028,14
01/05/2014,7,14.5,2,10,4028,4028,14
01/05/2014,8,13.5,2,10,4028,4028,14
01/05/2014,9,14.6,2,10,4028,4028,14
01/05/2014,10,13.0,2,10,4028,4028,14
01/05/2014,11,13.0,2,10,4028,4028,14
01/05/2014,12,12.0,2,10,4028,4028,14
01/05/2014,13,12.7,2,10,4028,4028,14
01/05/2014,14,12.5,2,10,4028,4028,14
01/05/2014,15,12.9,2,10,4028,4028,14
01/05/2014,16,12.4,2,10,4028,4028,14
01/05/2014,17,37.1,2,10,4028,4028,14
01/05/2014,18,73.5,2,10,4028,4028,14
01/05/2014,19,22.6,2,10,4028,4028,14
01/05/2014,20,23.1,2,10,4028,4028,14
01/05/2014,21,23.2,2,10,4028,4028,14
01/05/2014,22,18.2,2,10,4028,4028,14
01/05/2014,23,14.0,2,10,4028,4028,14
01/06/2013,0,0.0,2,12,4026,4026,14
01/06/2013,1,0.0,2,12,4026,4026,14
01/06/2013,2,0.0,2,12,4026,4026,14
01/06/2013,3,0.0,2,12,4026,4026,14
01/06/2013,4,0.0,2,12,4026,4026,14
01/06/2013,5,0.0,2,12,4026,4026,14
01/06/2013,6,0.0,2,12,4026,4026,14
01/06/2013,7,0.0,2,12,4026,4026,14
01/06/2013,8,0.0,2,12,4026,4026,14
01/06/2013,9,0.0,2,12,4026,4026,14
01/06/2013,10,0.0,2,12,4026,4026,14
01/06/2013,11,0.0,2,12,4026,4026,14
01/06/2013,12,0.0,2,12,4026,4026,14
01/06/2013,13,0.0,2,12,4026,4026,14
01/06/2013,14,0.0,2,12,4026,4026,14
01/06/2013,15,0.0,2,12,4026,4026,14
01/06/2013,16,0.0,2,12,4026,4026,14
01/06/2013,17,0.0,2,12,4026,4026,14
01/06/2013,18,0.0,2,12,4026,4026,14
01/06/2013,19,0.0,2,12,4026,4026,14
01/06/2013,20,0.0,2,12,4026,4026,14
01/06/2013,21,0.0,2,12,4026,4026,14
01/06/2013,22,0.0,2,12,4026,4026,14
01/06/2013,23,0.0,2,12,4026,4026,14
01/06/2014,0,16.5,2,12,4028,4028,2
01/06/2014,1,15.6,2,12,4028,4028,2
01/06/2014,2,14.600000000000001,2,12,4028,4028,2
01/06/2014,3,13.5,2,12,4028,4028,2
01/06/2014,4,13.6,2,12,4028,4028,2
01/06/2014,5,13.2,2,12,4028,4028,2
01/06/2014,6,13.1,2,12,4028,4028,2
01/06/2014,7,13.7,2,12,4028,4028,2
01/06/2014,8,13.100000000000001,2,12,4028,4028,2
01/06/2014,9,13.5,2,12,4028,4028,2
01/06/2014,10,15.7,2,12,4028,4028,2
01/06/2014,11,15.1,2,12,4028,4028,2
01/06/2014,12,13.9,2,12,4028,4028,2
01/06/2014,13,13.2,2,12,4028,4028,2
01/06/2014,14,12.600000000000001,2,12,4028,4028,2
01/06/2014,15,12.100000000000001,2,12,4028,4028,2
01/06/2014,16,13.8,2,12,4028,4028,2
01/06/2014,17,40.0,2,12,4028,4028,2
01/06/2014,18,66.4,2,12,4028,4028,2
01/06/2014,19,26.2,2,12,4028,4028,2
01/06/2014,20,26.4,2,12,4028,4028,2
01/06/2014,21,26.6,2,12,4028,4028,2
01/06/2014,22,23.6,2,12,4028,4028,2
01/06/2014,23,18.6,2,12,4028,4028,2
01/07/2013,0,0.0,2,14,4026,4026,2
01/07/2013,1,0.0,2,14,4026,4026,2
01/07/2013,2,0.0,2,14,4026,4026,2
01/07/2013,3,0.0,2,14,4026,4026,2
01/07/2013,4,0.0,2,14,4026,4026,2
01/07/2013,5,0.0,2,14,4026,4026,2
01/07/2013,6,0.0,2,14,4026,4026,2
01/07/2013,7,0.0,2,14,4026,4026,2
01/07/2013,8,0.0,2,14,4026,4026,2
01/07/2013,9,0.0,2,14,4026,4026,2
01/07/2013,10,0.0,2,14,4026,4026,2
01/07/2013,11,0.0,2,14,4026,4026,2
01/07/2013,12,0.0,2,14,4026,4026,2
01/07/2013,13,0.0,2,14,4026,4026,2
01/07/2013,14,0.0,2,14,4026,4026,2
01/07/2013,15,0.0,2,14,4026,4026,2
01/07/2013,16,0.0,2,14,4026,4026,2
01/07/2013,17,0.0,2,14,4026,4026,2
01/07/2013,18,0.0,2,14,4026,4026,2
01/07/2013,19,0.0,2,14,4026,4026,2
01/07/2013,20,0.0,2,14,4026,4026,2
01/07/2013,21,0.0,2,14,4026,4026,2
01/07/2013,22,0.0,2,14,4026,4026,2
01/07/2013,23,0.0,2,14,4026,4026,2
01/07/2014,0,18.4,2,14,4028,4028,4
01/07/2014,1,18.700000000000003,2,14,4028,4028,4
01/07/2014,2,17.6,2,14,4028,4028,4
01/07/2014,3,18.6,2,14,4028,4028,4
01/07/2014,4,18.6,2,14,4028,4028,4
01/07/2014,5,18.6,2,14,4028,4028,4
01/07/2014,6,18.6,2,14,4028,4028,4
01/07/2014,7,18.6,2,14,4028,4028,4
01/07/2014,8,17.799999999999997,2,14,4028,4028,4
01/07/2014,9,15.4,2,14,4028,4028,4
01/07/2014,10,13.2,2,14,4028,4028,4
01/07/2014,11,12.100000000000001,2,14,4028,4028,4
01/07/2014,12,11.5,2,14,4028,4028,4
01/07/2014,13,11.7,2,14,4028,4028,4
01/07/2014,14,11.3,2,14,4028,4028,4
01/07/2014,15,11.9,2,14,4028,4028,4
01/07/2014,16,14.5,2,14,4028,4028,4
01/07/2014,17,26.3,2,14,4028,4028,4
01/07/2014,18,27.700000000000003,2,14,4028,4028,4
01/07/2014,19,27.6,2,14,4028,4028,4
01/07/2014,20,27.700000000000003,2,14,4028,4028,4
01/07/2014,21,27.6,2,14,4028,4028,4
01/07/2014,22,22.9,2,14,4028,4028,4
01/07/2014,23,18.0,2,14,4028,4028,4
01/08/2013,0,0.0,2,16,4026,4026,4
01/08/2013,1,0.0,2,16,4026,4026,4
01/08/2013,2,0.0,2,16,4026,4026,4
01/08/2013,3,0.0,2,16,4026,4026,4
01/08/2013,4,0.0,2,16,4026,4026,4
01/08/2013,5,0.0,2,16,4026,4026,4
01/08/2013,6,0.0,2,16,4026,4026,4
01/08/2013,7,0.0,2,16,4026,4026,4
01/08/2013,8,0.0,2,16,4026,4026,4
01/08/2013,9,0.0,2,16,4026,4026,4
01/08/2013,10,0.0,2,16,4026,4026,4
01/08/2013,11,0.0,2,16,4026,4026,4
01/08/2013,12,0.0,2,16,4026,4026,4
01/08/2013,13,0.0,2,16,4026,4026,4
01/08/2013,14,0.0,2,16,4026,4026,4
01/08/2013,15,0.0,2,16,4026,4026,4
01/08/2013,16,0.0,2,16,4026,4026,4
01/08/2013,17,0.0,2,16,4026,4026,4
01/08/2013,18,0.0,2,16,4026,4026,4
01/08/2013,19,0.0,2,16,4026,4026,4
01/08/2013,20,0.0,2,16,4026,4026,4
01/08/2013,21,0.0,2,16,4026,4026,4
01/08/2013,22,0.0,2,16,4026,4026,4
01/08/2013,23,0.0,2,16,4026,4026,4
01/08/2014,0,17.200000000000003,2,16,4028,4028,6
01/08/2014,1,18.0,2,16,4028,4028,6
01/08/2014,2,17.9,2,16,4028,4028,6
01/08/2014,3,18.1,2,16,4028,4028,6
01/08/2014,4,18.0,2,16,4028,4028,6
01/08/2014,5,18.0,2,16,4028,4028,6
01/08/2014,6,18.1,2,16,4028,4028,6
01/08/2014,7,17.9,2,16,4028,4028,6
01/08/2014,8,16.9,2,16,4028,4028,6
01/08/2014,9,14.899999999999999,2,16,4028,4028,6
01/08/2014,10,13.0,2,16,4028,4028,6
01/08/2014,11,11.0,2,16,4028,4028,6
01/08/2014,12,10.1,2,16,4028,4028,6
01/08/2014,13,11.4,2,16,4028,4028,6
01/08/2014,14,12.8,2,16,4028,4028,6
01/08/2014,15,15.0,2,16,4028,4028,6
01/08/2014,16,15.899999999999999,2,16,4028,4028,6
01/08/2014,17,57.1,2,16,4028,4028,6
01/08/2014,18,91.7,2,16,4028,4028,6
01/08/2014,19,91.5,2,16,4028,4028,6
01/08/2014,20,90.9,2,16,4028,4028,6
01/08/2014,21,42.7,2,16,4028,4028,6
01/08/2014,22,21.7,2,16,4028,4028,6
01/08/2014,23,16.6,2,16,4028,4028,6
01/09/2013,0,0.0,2,18,4026,4026,6
01/09/2013,1,0.0,2,18,4026,4026,6
01/09/2013,2,0.0,2,18,4026,4026,6
01/09/2013,3,0.0,2,18,4026,4026,6
01/09/2013,4,0.0,2,18,4026,4026,6
01/09/2013,5,0.0,2,18,4026,4026,6
01/09/2013,6,0.0,2,18,4026,4026,6
01/09/2013,7,0.0,2,18,4026,4026,6
01/09/2013,8,0.0,2,18,4026,4026,6
01/09/2013,9,0.0,2,18,4026,4026,6
01/09/2013,10,0.0,2,18,4026,4026,6
01/09/2013,11,0.0,2,18,4026,4026,6
01/09/2013,12,0.0,2,18,4026,4026,6
01/09/2013,13,0.0,2,18,4026,4026,6
01/09/2013,14,0.0,2,18,4026,4026,6
01/09/2013,15,0.0,2,18,4026,4026,6
01/09/2013,16,0.0,2,18,4026,4026,6
01/09/2013,17,0.0,2,18,4026,4026,6
01/09/2013,18,0.0,2,18,4026,4026,6
01/09/2013,19,0.0,2,18,4026,4026,6
01/09/2013,20,0.0,2,18,4026,4026,6
01/09/2013,21,0.0,2,18,4026,4026,6
01/09/2013,22,0.0,2,18,4026,4026,6
01/09/2013,23,0.0,2,18,4026,4026,6
01/09/2014,0,15.6,2,18,4028,4028,8
01/09/2014,1,16.0,2,18,4028,4028,8
01/09/2014,2,16.2,2,18,4028,4028,8
01/09/2014,3,16.2,2,18,4028,4028,8
01/09/2014,4,15.6,2,18,4028,4028,8
01/09/2014,5,16.299999999999997,2,18,4028,4028,8
01/09/2014,6,15.899999999999999,2,18,4028,4028,8
01/09/2014,7,16.4,2,18,4028,4028,8
01/09/2014,8,16.3,2,18,4028,4028,8
01/09/2014,9,12.1,2,18,4028,4028,8
01/09/2014,10,11.3,2,18,4028,4028,8
01/09/2014,11,11.4,2,18,4028,4028,8
01/09/2014,12,7.5,2,18,4028,4028,8
01/09/2014,13,7.6,2,18,4028,4028,8
01/09/2014,14,10.7,2,18,4028,4028,8
01/09/2014,15,14.100000000000001,2,18,4028,4028,8
01/09/2014,16,13.3,2,18,4028,4028,8
01/09/2014,17,39.0,2,18,4028,4028,8
01/09/2014,18,136.5,2,18,4028,4028,8
01/09/2014,19,153.5,2,18,4028,4028,8
01/09/2014,20,153.9,2,18,4028,4028,8
01/09/2014,21,89.4,2,18,4028,4028,8
01/09/2014,22,20.200000000000003,2,18,4028,4028,8
01/09/2014,23,14.4,2,18,4028,4028,8
01/10/2013,0,0.0,2,20,4026,4026,8
01/10/2013,1,0.0,2,20,4026,4026,8
01/10/2013,2,0.0,2,20,4026,4026,8
01/10/2013,3,0.0,2,20,4026,4026,8
01/10/2013,4,0.0,2,20,4026,4026,8
01/10/2013,5,0.0,2,20,4026,4026,8
01/10/2013,6,0.0,2,20,4026,4026,8
01/10/2013,7,0.0,2,20,4026,4026,8
01/10/2013,8,0.0,2,20,4026,4026,8
01/10/2013,9,0.0,2,20,4026,4026,8
01/10/2013,10,0.0,2,20,4026,4026,8
01/10/2013,11,0.0,2,20,4026,4026,8
01/10/2013,12,0.0,2,20,4026,4026,8
01/10/2013,13,0.0,2,20,4026,4026,8
01/10/2013,14,0.0,2,20,4026,4026,8
01/10/2013,15,0.0,2,20,4026,4026,8
01/10/2013,16,0.0,2,20,4026,4026,8
01/10/2013,17,0.0,2,20,4026,4026,8
01/10/2013,18,0.0,2,20,4026,4026,8
01/10/2013,19,0.0,2,20,4026,4026,8
01/10/2013,20,0.0,2,20,4026,4026,8
01/10/2013,21,0.0,2,20,4026,4026,8
01/10/2013,22,0.0,2,20,4026,4026,8
01/10/2013,23,0.0,2,20,4026,4026,8
01/10/2014,0,12.3,2,20,4028,4028,10
01/10/2014,1,14.5,2,20,4028,4028,10
01/10/2014,2,14.0,2,20,4028,4028,10
01/10/2014,3,14.4,2,20,4028,4028,10
01/10/2014,4,14.8,2,20,4028,4028,10
01/10/2014,5,14.600000000000001,2,20,4028,4028,10
01/10/2014,6,14.899999999999999,2,20,4028,4028,10
01/10/2014,7,14.7,2,20,4028,4028,10
01/10/2014,8,14.100000000000001,2,20,4028,4028,10
01/10/2014,9,14.5,2,20,4028,4028,10
01/10/2014,10,13.6,2,20,4028,4028,10
01/10/2014,11,14.5,2,20,4028,4028,10
01/10/2014,12,13.8,2,20,4028,4028,10
01/10/2014,13,14.5,2,20,4028,4028,10
01/10/2014,14,13.4,2,20,4028,4028,10
01/10/2014,15,12.899999999999999,2,20,4028,4028,10
01/10/2014,16,9.0,2,20,4028,4028,10
01/10/2014,17,18.6,2,20,4028,4028,10
01/10/2014,18,19.9,2,20,4028,4028,10
01/10/2014,19,20.2,2,20,4028,4028,10
01/10/2014,20,20.200000000000003,2,20,4028,4028,10
01/10/2014,21,21.3,2,20,4028,4028,10
01/10/2014,22,15.5,2,20,4028,4028,10
01/10/2014,23,10.899999999999999,2,20,4028,4028,10
01/11/2013,0,0.0,2,22,4026,4026,10
01/11/2013,1,0.0,2,22,4026,4026,10
01/11/2013,2,0.0,2,22,4026,4026,10
01/11/2013,3,0.0,2,22,4026,4026,10
01/11/2013,4,0.0,2,22,4026,4026,10
01/11/2013,5,0.0,2,22,4026,4026,10
01/11/2013,6,0.0,2,22,4026,4026,10
01/11/2013,7,0.0,2,22,4026,4026,10
01/11/2013,8,0.0,2,22,4026,4026,10
01/11/2013,9,0.0,2,22,4026,4026,10
01/11/2013,10,0.0,2,22,4026,4026,10
01/11/2013,11,0.0,2,22,4026,4026,10
01/11/2013,12,0.0,2,22,4026,4026,10
01/11/2013,13,0.0,2,22,4026,4026,10
01/11/2013,14,0.0,2,22,4026,4026,10
01/11/2013,15,0.0,2,22,4026,4026,10
01/11/2013,16,0.0,2,22,4026,4026,10
01/11/2013,17,0.0,2,22,4026,4026,10
01/11/2013,18,0.0,2,22,4026,4026,10
01/11/2013,19,0.0,2,22,4026,4026,10
01/11/2013,20,0.0,2,22,4026,4026,10
01/11/2013,21,0.0,2,22,4026,4026,10
01/11/2013,22,0.0,2,22,4026,4026,10
01/11/2013,23,0.0,2,22,4026,4026,10
01/11/2014,0,9.2,2,22,4028,4028,12
01/11/2014,1,11.3,2,22,4028,4028,12
01/11/2014,2,10.8,2,22,4028,4028,12
01/11/2014,3,11.600000000000001,2,22,4028,4028,12
01/11/2014,4,11.0,2,22,4028,4028,12
01/11/2014,5,11.3,2,22,4028,4028,12
01/11/2014,6,10.3,2,22,4028,4028,12
01/11/2014,7,11.0,2,22,4028,4028,12
01/11/2014,8,10.1,2,22,4028,4028,12
01/11/2014,9,10.4,2,22,4028,4028,12
01/11/2014,10,10.399999999999999,2,22,4028,4028,12
01/11/2014,11,10.899999999999999,2,22,4028,4028,12
01/11/2014,12,8.3,2,22,4028,4028,12
01/11/2014,13,8.3,2,22,4028,4028,12
01/11/2014,14,10.5,2,22,4028,4028,12
01/11/2014,15,8.1,2,22,4028,4028,12
01/11/2014,16,7.1000000000000005,2,22,4028,4028,12
01/11/2014,17,16.8,2,22,4028,4028,12
01/11/2014,18,18.0,2,22,4028,4028,12
01/11/2014,19,18.799999999999997,2,22,4028,4028,12
01/11/2014,20,17.9,2,22,4028,4028,12
01/11/2014,21,17.3,2,22,4028,4028,12
01/11/2014,22,13.3,2,22,4028,4028,12
01/11/2014,23,7.0,2,22,4028,4028,12
01/12/2013,0,0.0,2,24,4026,4026,12
01/12/2013,1,0.0,2,24,4026,4026,12
01/12/2013,2,0.0,2,24,4026,4026,12
01/12/2013,3,0.0,2,24,4026,4026,12
01/12/2013,4,0.0,2,24,4026,4026,12
01/12/2013,5,0.0,2,24,4026,4026,12
01/12/2013,6,0.0,2,24,4026,4026,12
01/12/2013,7,0.0,2,24,4026,4026,12
01/12/2013,8,0.0,2,24,4026,4026,12
01/12/2013,9,0.0,2,24,4026,4026,12
01/12/2013,10,0.0,2,24,4026,4026,12
01/12/2013,11,0.0,2,24,4026,4026,12
01/12/2013,12,0.0,2,24,4026,4026,12
01/12/2013,13,0.0,2,24,4026,4026,12
01/12/2013,14,0.0,2,24,4026,4026,12
01/12/2013,15,0.0,2,24,4026,4026,12
01/12/2013,16,0.0,2,24,4026,4026,12
01/12/2013,17,0.0,2,24,4026,4026,12
01/12/2013,18,0.0,2,24,4026,4026,12
01/12/2013,19,0.0,2,24,4026,4026,12
01/12/2013,20,0.0,2,24,4026,4026,12
01/12/2013,21,0.0,2,24,4026,4026,12
01/12/2013,22,0.0,2,24,4026,4026,12
01/12/2013,23,0.0,2,24,4026,4026,12
