Date,HourOfDay,kWh,Month,Day,Year,FiscalYear,DayOfWeek
03/09/2013,11,0.0,6,18,4026,4026,12
03/09/2013,12,0.0,6,18,4026,4026,12
03/09/2013,13,0.0,6,18,4026,4026,12
03/09/2013,14,0.0,6,18,4026,4026,12
03/09/2013,15,0.0,6,18,4026,4026,12
03/09/2013,16,0.0,6,18,4026,4026,12
03/09/2013,17,0.0,6,18,4026,4026,12
03/09/2013,18,0.0,6,18,4026,4026,12
03/09/2013,19,0.0,6,18,4026,4026,12
03/09/2013,20,0.0,6,18,4026,4026,12
03/09/2013,21,0.0,6,18,4026,4026,12
03/09/2013,22,0.0,6,18,4026,4026,12
03/09/2013,23,0.0,6,18,4026,4026,12
03/10/2013,0,0.0,6,20,4026,4026,14
03/10/2013,1,0.0,6,20,4026,4026,14
03/10/2013,2,0.0,6,20,4026,4026,14
03/10/2013,3,0.0,6,20,4026,4026,14
03/10/2013,4,0.0,6,20,4026,4026,14
03/10/2013,5,0.0,6,20,4026,4026,14
03/10/2013,6,0.0,6,20,4026,4026,14
03/10/2013,7,0.0,6,20,4026,4026,14
03/10/2013,8,0.0,6,20,4026,4026,14
03/10/2013,9,0.0,6,20,4026,4026,14
03/10/2013,10,0.0,6,20,4026,4026,14
03/10/2013,11,0.0,6,20,4026,4026,14
03/10/2013,12,0.0,6,20,4026,4026,14
03/10/2013,13,0.0,6,20,4026,4026,14
03/10/2013,14,0.0,6,20,4026,4026,14
03/10/2013,15,0.0,6,20,4026,4026,14
03/10/2013,16,0.0,6,20,4026,4026,14
03/10/2013,17,0.0,6,20,4026,4026,14
03/10/2013,18,0.0,6,20,4026,4026,14
03/10/2013,19,0.0,6,20,4026,4026,14
03/10/2013,20,0.0,6,20,4026,4026,14
03/10/2013,21,0.0,6,20,4026,4026,14
03/10/2013,22,0.0,6,20,4026,4026,14
03/10/2013,23,0.0,6,20,4026,4026,14
03/11/2013,0,0.0,6,22,4026,4026,2
03/11/2013,1,0.0,6,22,4026,4026,2
03/11/2013,2,0.0,6,22,4026,4026,2
03/11/2013,3,0.0,6,22,4026,4026,2
03/11/2013,4,0.0,6,22,4026,4026,2
03/11/2013,5,0.0,6,22,4026,4026,2
03/11/2013,6,0.0,6,22,4026,4026,2
03/11/2013,7,0.0,6,22,4026,4026,2
03/11/2013,8,0.0,6,22,4026,4026,2
03/11/2013,9,0.0,6,22,4026,4026,2
03/11/2013,10,0.0,6,22,4026,4026,2
03/11/2013,11,0.0,6,22,4026,4026,2
03/11/2013,12,0.0,6,22,4026,4026,2
03/11/2013,13,0.0,6,22,4026,4026,2
03/11/2013,14,0.0,6,22,4026,4026,2
03/11/2013,15,0.0,6,22,4026,4026,2
03/11/2013,16,0.0,6,22,4026,4026,2
03/11/2013,17,0.0,6,22,4026,4026,2
03/11/2013,18,0.0,6,22,4026,4026,2
03/11/2013,19,0.0,6,22,4026,4026,2
03/11/2013,20,0.0,6,22,4026,4026,2
03/11/2013,21,0.0,6,22,4026,4026,2
03/11/2013,22,0.0,6,22,4026,4026,2
03/11/2013,23,0.0,6,22,4026,4026,2
03/12/2013,0,0.0,6,24,4026,4026,4
03/12/2013,1,0.0,6,24,4026,4026,4
03/12/2013,2,0.0,6,24,4026,4026,4
03/12/2013,3,0.0,6,24,4026,4026,4
03/12/2013,4,0.0,6,24,4026,4026,4
03/12/2013,5,0.0,6,24,4026,4026,4
03/12/2013,6,0.0,6,24,4026,4026,4
03/12/2013,7,0.0,6,24,4026,4026,4
03/12/2013,8,0.0,6,24,4026,4026,4
03/12/2013,9,0.0,6,24,4026,4026,4
03/12/2013,10,0.0,6,24,4026,4026,4
03/12/2013,11,0.0,6,24,4026,4026,4
03/12/2013,12,0.0,6,24,4026,4026,4
03/12/2013,13,0.0,6,24,4026,4026,4
03/12/2013,14,0.0,6,24,4026,4026,4
03/12/2013,15,0.0,6,24,4026,4026,4
03/12/2013,16,0.0,6,24,4026,4026,4
03/12/2013,17,0.0,6,24,4026,4026,4
03/12/2013,18,0.0,6,24,4026,4026,4
03/12/2013,19,0.0,6,24,4026,4026,4
03/12/2013,20,0.0,6,24,4026,4026,4
03/12/2013,21,0.0,6,24,4026,4026,4
03/12/2013,22,0.0,6,24,4026,4026,4
03/12/2013,23,0.0,6,24,4026,4026,4
03/13/2013,0,9.5,6,26,4026,4026,6
03/13/2013,1,0.0,6,26,4026,4026,6
03/13/2013,2,0.0,6,26,4026,4026,6
03/13/2013,3,0.0,6,26,4026,4026,6
03/13/2013,4,0.0,6,26,4026,4026,6
03/13/2013,5,0.0,6,26,4026,4026,6
03/13/2013,6,0.0,6,26,4026,4026,6
03/13/2013,7,0.0,6,26,4026,4026,6
03/13/2013,8,0.0,6,26,4026,4026,6
03/13/2013,9,0.0,6,26,4026,4026,6
03/13/2013,10,2.7,6,26,4026,4026,6
03/13/2013,11,8.0,6,26,4026,4026,6
03/13/2013,12,8.4,6,26,4026,4026,6
03/13/2013,13,10.0,6,26,4026,4026,6
03/13/2013,14,9.1,6,26,4026,4026,6
03/13/2013,15,7.0,6,26,4026,4026,6
03/13/2013,16,12.8,6,26,4026,4026,6
03/13/2013,17,11.5,6,26,4026,4026,6
03/13/2013,18,14.8,6,26,4026,4026,6
03/13/2013,19,112.3,6,26,4026,4026,6
03/13/2013,20,144.4,6,26,4026,4026,6
03/13/2013,21,144.39999999999998,6,26,4026,4026,6
03/13/2013,22,85.6,6,26,4026,4026,6
03/13/2013,23,16.8,6,26,4026,4026,6
03/14/2013,0,16.4,6,28,4026,4026,8
03/14/2013,1,18.200000000000003,6,28,4026,4026,8
03/14/2013,2,16.2,6,28,4026,4026,8
03/14/2013,3,18.4,6,28,4026,4026,8
03/14/2013,4,18.5,6,28,4026,4026,8
03/14/2013,5,16.2,6,28,4026,4026,8
03/14/2013,6,16.7,6,28,4026,4026,8
03/14/2013,7,18.0,6,28,4026,4026,8
03/14/2013,8,16.2,6,28,4026,4026,8
03/14/2013,9,12.5,6,28,4026,4026,8
03/14/2013,10,10.7,6,28,4026,4026,8
03/14/2013,11,8.7,6,28,4026,4026,8
03/14/2013,12,6.9,6,28,4026,4026,8
03/14/2013,13,5.6,6,28,4026,4026,8
03/14/2013,14,6.9,6,28,4026,4026,8
03/14/2013,15,7.5,6,28,4026,4026,8
03/14/2013,16,9.600000000000001,6,28,4026,4026,8
03/14/2013,17,10.5,6,28,4026,4026,8
03/14/2013,18,15.100000000000001,6,28,4026,4026,8
03/14/2013,19,126.3,6,28,4026,4026,8
03/14/2013,20,171.3,6,28,4026,4026,8
03/14/2013,21,171.3,6,28,4026,4026,8
03/14/2013,22,83.3,6,28,4026,4026,8
03/14/2013,23,14.0,6,28,4026,4026,8
03/15/2013,0,12.7,6,30,4026,4026,10
03/15/2013,1,15.0,6,30,4026,4026,10
03/15/2013,2,15.6,6,30,4026,4026,10
03/15/2013,3,15.3,6,30,4026,4026,10
03/15/2013,4,15.5,6,30,4026,4026,10
03/15/2013,5,15.8,6,30,4026,4026,10
03/15/2013,6,16.0,6,30,4026,4026,10
03/15/2013,7,16.2,6,30,4026,4026,10
03/15/2013,8,14.2,6,30,4026,4026,10
03/15/2013,9,11.8,6,30,4026,4026,10
03/15/2013,10,8.8,6,30,4026,4026,10
03/15/2013,11,4.699999999999999,6,30,4026,4026,10
03/15/2013,12,4.7,6,30,4026,4026,10
03/15/2013,13,1.8,6,30,4026,4026,10
03/15/2013,14,4.2,6,30,4026,4026,10
03/15/2013,15,2.3,6,30,4026,4026,10
03/15/2013,16,3.6,6,30,4026,4026,10
03/15/2013,17,6.9,6,30,4026,4026,10
03/15/2013,18,9.399999999999999,6,30,4026,4026,10
03/15/2013,19,120.9,6,30,4026,4026,10
03/15/2013,20,167.3,6,30,4026,4026,10
03/15/2013,21,159.10000000000002,6,30,4026,4026,10
03/15/2013,22,79.39999999999999,6,30,4026,4026,10
03/15/2013,23,10.6,6,30,4026,4026,10
03/16/2013,0,11.600000000000001,6,32,4026,4026,12
03/16/2013,1,11.1,6,32,4026,4026,12
03/16/2013,2,11.3,6,32,4026,4026,12
03/16/2013,3,11.100000000000001,6,32,4026,4026,12
03/16/2013,4,11.0,6,32,4026,4026,12
03/16/2013,5,11.2,6,32,4026,4026,12
03/16/2013,6,11.399999999999999,6,32,4026,4026,12
03/16/2013,7,11.3,6,32,4026,4026,12
03/16/2013,8,12.8,6,32,4026,4026,12
03/16/2013,9,14.600000000000001,6,32,4026,4026,12
03/16/2013,10,10.7,6,32,4026,4026,12
03/16/2013,11,9.0,6,32,4026,4026,12
03/16/2013,12,6.5,6,32,4026,4026,12
03/16/2013,13,9.399999999999999,6,32,4026,4026,12
03/16/2013,14,6.0,6,32,4026,4026,12
03/16/2013,15,7.1000000000000005,6,32,4026,4026,12
03/16/2013,16,7.5,6,32,4026,4026,12
03/16/2013,17,10.2,6,32,4026,4026,12
03/16/2013,18,11.399999999999999,6,32,4026,4026,12
03/16/2013,19,15.1,6,32,4026,4026,12
03/16/2013,20,22.5,6,32,4026,4026,12
03/16/2013,21,24.6,6,32,4026,4026,12
03/16/2013,22,20.7,6,32,4026,4026,12
03/16/2013,23,11.8,6,32,4026,4026,12
03/17/2013,0,13.0,6,34,4026,4026,14
03/17/2013,1,11.0,6,34,4026,4026,14
03/17/2013,2,12.1,6,34,4026,4026,14
03/17/2013,3,11.1,6,34,4026,4026,14
03/17/2013,4,12.3,6,34,4026,4026,14
03/17/2013,5,10.9,6,34,4026,4026,14
03/17/2013,6,12.7,6,34,4026,4026,14
03/17/2013,7,11.5,6,34,4026,4026,14
03/17/2013,8,10.8,6,34,4026,4026,14
03/17/2013,9,12.399999999999999,6,34,4026,4026,14
03/17/2013,10,13.1,6,34,4026,4026,14
03/17/2013,11,14.6,6,34,4026,4026,14
03/17/2013,12,13.8,6,34,4026,4026,14
03/17/2013,13,14.0,6,34,4026,4026,14
03/17/2013,14,15.0,6,34,4026,4026,14
03/17/2013,15,14.6,6,34,4026,4026,14
03/17/2013,16,13.9,6,34,4026,4026,14
03/17/2013,17,11.6,6,34,4026,4026,14
03/17/2013,18,10.399999999999999,6,34,4026,4026,14
03/17/2013,19,38.8,6,34,4026,4026,14
03/17/2013,20,139.2,6,34,4026,4026,14
03/17/2013,21,138.60000000000002,6,34,4026,4026,14
03/17/2013,22,80.8,6,34,4026,4026,14
03/17/2013,23,12.2,6,34,4026,4026,14
03/18/2013,0,12.8,6,36,4026,4026,2
03/18/2013,1,14.3,6,36,4026,4026,2
03/18/2013,2,14.4,6,36,4026,4026,2
03/18/2013,3,14.4,6,36,4026,4026,2
03/18/2013,4,14.3,6,36,4026,4026,2
03/18/2013,5,14.6,6,36,4026,4026,2
03/18/2013,6,14.4,6,36,4026,4026,2
03/18/2013,7,14.4,6,36,4026,4026,2
03/18/2013,8,14.0,6,36,4026,4026,2
03/18/2013,9,13.8,6,36,4026,4026,2
03/18/2013,10,13.5,6,36,4026,4026,2
03/18/2013,11,13.9,6,36,4026,4026,2
03/18/2013,12,12.6,6,36,4026,4026,2
03/18/2013,13,13.3,6,36,4026,4026,2
03/18/2013,14,13.5,6,36,4026,4026,2
03/18/2013,15,14.399999999999999,6,36,4026,4026,2
03/18/2013,16,14.3,6,36,4026,4026,2
03/18/2013,17,13.7,6,36,4026,4026,2
03/18/2013,18,13.8,6,36,4026,4026,2
03/18/2013,19,116.2,6,36,4026,4026,2
03/18/2013,20,169.9,6,36,4026,4026,2
03/18/2013,21,161.10000000000002,6,36,4026,4026,2
03/18/2013,22,80.4,6,36,4026,4026,2
03/18/2013,23,12.5,6,36,4026,4026,2
03/19/2013,0,12.2,6,38,4026,4026,4
03/19/2013,1,12.1,6,38,4026,4026,4
03/19/2013,2,11.3,6,38,4026,4026,4
03/19/2013,3,12.399999999999999,6,38,4026,4026,4
03/19/2013,4,10.9,6,38,4026,4026,4
03/19/2013,5,11.8,6,38,4026,4026,4
03/19/2013,6,11.600000000000001,6,38,4026,4026,4
03/19/2013,7,11.8,6,38,4026,4026,4
03/19/2013,8,11.600000000000001,6,38,4026,4026,4
03/19/2013,9,11.2,6,38,4026,4026,4
03/19/2013,10,6.8,6,38,4026,4026,4
03/19/2013,11,3.8,6,38,4026,4026,4
03/19/2013,12,2.4,6,38,4026,4026,4
03/19/2013,13,2.4000000000000004,6,38,4026,4026,4
03/19/2013,14,2.5,6,38,4026,4026,4
03/19/2013,15,2.3,6,38,4026,4026,4
03/19/2013,16,4.7,6,38,4026,4026,4
03/19/2013,17,6.3,6,38,4026,4026,4
03/19/2013,18,9.2,6,38,4026,4026,4
03/19/2013,19,104.8,6,38,4026,4026,4
03/19/2013,20,139.3,6,38,4026,4026,4
03/19/2013,21,139.39999999999998,6,38,4026,4026,4
03/19/2013,22,79.7,6,38,4026,4026,4
03/19/2013,23,11.3,6,38,4026,4026,4
03/20/2013,0,11.399999999999999,6,40,4026,4026,6
03/20/2013,1,11.2,6,40,4026,4026,6
03/20/2013,2,11.1,6,40,4026,4026,6
03/20/2013,3,11.3,6,40,4026,4026,6
03/20/2013,4,11.9,6,40,4026,4026,6
03/20/2013,5,11.7,6,40,4026,4026,6
03/20/2013,6,11.3,6,40,4026,4026,6
03/20/2013,7,11.2,6,40,4026,4026,6
03/20/2013,8,10.1,6,40,4026,4026,6
03/20/2013,9,7.3,6,40,4026,4026,6
03/20/2013,10,5.3,6,40,4026,4026,6
03/20/2013,11,6.0,6,40,4026,4026,6
03/20/2013,12,2.2,6,40,4026,4026,6
03/20/2013,13,1.6,6,40,4026,4026,6
03/20/2013,14,2.3,6,40,4026,4026,6
03/20/2013,15,3.0999999999999996,6,40,4026,4026,6
03/20/2013,16,6.2,6,40,4026,4026,6
03/20/2013,17,8.1,6,40,4026,4026,6
03/20/2013,18,10.8,6,40,4026,4026,6
03/20/2013,19,109.4,6,40,4026,4026,6
03/20/2013,20,167.0,6,40,4026,4026,6
03/20/2013,21,166.10000000000002,6,40,4026,4026,6
03/20/2013,22,79.2,6,40,4026,4026,6
03/20/2013,23,11.2,6,40,4026,4026,6
03/21/2013,0,11.2,6,42,4026,4026,8
03/21/2013,1,10.9,6,42,4026,4026,8
03/21/2013,2,11.7,6,42,4026,4026,8
03/21/2013,3,11.9,6,42,4026,4026,8
03/21/2013,4,12.9,6,42,4026,4026,8
03/21/2013,5,12.9,6,42,4026,4026,8
03/21/2013,6,12.5,6,42,4026,4026,8
03/21/2013,7,11.2,6,42,4026,4026,8
03/21/2013,8,12.2,6,42,4026,4026,8
03/21/2013,9,11.899999999999999,6,42,4026,4026,8
03/21/2013,10,10.4,6,42,4026,4026,8
03/21/2013,11,8.8,6,42,4026,4026,8
03/21/2013,12,6.2,6,42,4026,4026,8
03/21/2013,13,4.6,6,42,4026,4026,8
03/21/2013,14,6.5,6,42,4026,4026,8
03/21/2013,15,7.0,6,42,4026,4026,8
03/21/2013,16,11.8,6,42,4026,4026,8
03/21/2013,17,10.600000000000001,6,42,4026,4026,8
03/21/2013,18,12.899999999999999,6,42,4026,4026,8
03/21/2013,19,110.7,6,42,4026,4026,8
03/21/2013,20,171.4,6,42,4026,4026,8
03/21/2013,21,164.0,6,42,4026,4026,8
03/21/2013,22,81.5,6,42,4026,4026,8
03/21/2013,23,13.3,6,42,4026,4026,8
03/22/2013,0,12.8,6,44,4026,4026,10
03/22/2013,1,12.2,6,44,4026,4026,10
03/22/2013,2,13.3,6,44,4026,4026,10
03/22/2013,3,13.1,6,44,4026,4026,10
03/22/2013,4,12.7,6,44,4026,4026,10
03/22/2013,5,12.3,6,44,4026,4026,10
03/22/2013,6,12.100000000000001,6,44,4026,4026,10
03/22/2013,7,12.8,6,44,4026,4026,10
03/22/2013,8,12.2,6,44,4026,4026,10
03/22/2013,9,7.6,6,44,4026,4026,10
03/22/2013,10,6.2,6,44,4026,4026,10
03/22/2013,11,7.7,6,44,4026,4026,10
03/22/2013,12,4.7,6,44,4026,4026,10
03/22/2013,13,3.9000000000000004,6,44,4026,4026,10
03/22/2013,14,2.9,6,44,4026,4026,10
03/22/2013,15,3.5,6,44,4026,4026,10
03/22/2013,16,4.2,6,44,4026,4026,10
03/22/2013,17,6.8,6,44,4026,4026,10
03/22/2013,18,10.899999999999999,6,44,4026,4026,10
03/22/2013,19,105.39999999999999,6,44,4026,4026,10
03/22/2013,20,168.39999999999998,6,44,4026,4026,10
03/22/2013,21,162.4,6,44,4026,4026,10
03/22/2013,22,81.5,6,44,4026,4026,10
03/22/2013,23,11.1,6,44,4026,4026,10
03/23/2013,0,11.7,6,46,4026,4026,12
03/23/2013,1,11.7,6,46,4026,4026,12
03/23/2013,2,12.5,6,46,4026,4026,12
03/23/2013,3,12.7,6,46,4026,4026,12
03/23/2013,4,13.0,6,46,4026,4026,12
03/23/2013,5,13.0,6,46,4026,4026,12
03/23/2013,6,11.9,6,46,4026,4026,12
03/23/2013,7,13.3,6,46,4026,4026,12
03/23/2013,8,12.399999999999999,6,46,4026,4026,12
03/23/2013,9,10.4,6,46,4026,4026,12
03/23/2013,10,9.2,6,46,4026,4026,12
03/23/2013,11,9.100000000000001,6,46,4026,4026,12
03/23/2013,12,4.9,6,46,4026,4026,12
03/23/2013,13,5.4,6,46,4026,4026,12
03/23/2013,14,4.6,6,46,4026,4026,12
03/23/2013,15,6.1,6,46,4026,4026,12
03/23/2013,16,7.1,6,46,4026,4026,12
03/23/2013,17,9.600000000000001,6,46,4026,4026,12
03/23/2013,18,11.2,6,46,4026,4026,12
03/23/2013,19,16.8,6,46,4026,4026,12
03/23/2013,20,22.0,6,46,4026,4026,12
03/23/2013,21,20.299999999999997,6,46,4026,4026,12
03/23/2013,22,20.6,6,46,4026,4026,12
03/23/2013,23,12.4,6,46,4026,4026,12
03/24/2013,0,13.2,6,48,4026,4026,14
03/24/2013,1,12.5,6,48,4026,4026,14
03/24/2013,2,11.4,6,48,4026,4026,14
03/24/2013,3,11.4,6,48,4026,4026,14
03/24/2013,4,12.4,6,48,4026,4026,14
03/24/2013,5,12.2,6,48,4026,4026,14
03/24/2013,6,11.7,6,48,4026,4026,14
03/24/2013,7,12.6,6,48,4026,4026,14
03/24/2013,8,12.6,6,48,4026,4026,14
03/24/2013,9,14.0,6,48,4026,4026,14
03/24/2013,10,12.9,6,48,4026,4026,14
03/24/2013,11,13.2,6,48,4026,4026,14
03/24/2013,12,13.7,6,48,4026,4026,14
03/24/2013,13,13.600000000000001,6,48,4026,4026,14
03/24/2013,14,13.2,6,48,4026,4026,14
03/24/2013,15,13.0,6,48,4026,4026,14
03/24/2013,16,14.2,6,48,4026,4026,14
03/24/2013,17,14.2,6,48,4026,4026,14
03/24/2013,18,41.9,6,48,4026,4026,14
03/24/2013,19,138.2,6,48,4026,4026,14
03/24/2013,20,145.9,6,48,4026,4026,14
03/24/2013,21,115.6,6,48,4026,4026,14
03/24/2013,22,25.3,6,48,4026,4026,14
03/24/2013,23,15.7,6,48,4026,4026,14
03/25/2013,0,13.2,6,50,4026,4026,2
03/25/2013,1,15.2,6,50,4026,4026,2
03/25/2013,2,15.2,6,50,4026,4026,2
03/25/2013,3,15.0,6,50,4026,4026,2
03/25/2013,4,15.399999999999999,6,50,4026,4026,2
03/25/2013,5,14.8,6,50,4026,4026,2
03/25/2013,6,14.9,6,50,4026,4026,2
03/25/2013,7,15.0,6,50,4026,4026,2
03/25/2013,8,14.7,6,50,4026,4026,2
03/25/2013,9,14.7,6,50,4026,4026,2
03/25/2013,10,14.8,6,50,4026,4026,2
03/25/2013,11,14.7,6,50,4026,4026,2
03/25/2013,12,14.8,6,50,4026,4026,2
03/25/2013,13,14.3,6,50,4026,4026,2
03/25/2013,14,14.3,6,50,4026,4026,2
03/25/2013,15,13.100000000000001,6,50,4026,4026,2
03/25/2013,16,11.9,6,50,4026,4026,2
03/25/2013,17,10.9,6,50,4026,4026,2
03/25/2013,18,10.9,6,50,4026,4026,2
03/25/2013,19,81.4,6,50,4026,4026,2
03/25/2013,20,139.8,6,50,4026,4026,2
03/25/2013,21,138.5,6,50,4026,4026,2
03/25/2013,22,80.9,6,50,4026,4026,2
03/25/2013,23,11.5,6,50,4026,4026,2
03/26/2013,0,11.7,6,52,4026,4026,4
03/26/2013,1,11.8,6,52,4026,4026,4
03/26/2013,2,12.0,6,52,4026,4026,4
03/26/2013,3,11.8,6,52,4026,4026,4
03/26/2013,4,12.5,6,52,4026,4026,4
03/26/2013,5,11.5,6,52,4026,4026,4
03/26/2013,6,12.3,6,52,4026,4026,4
03/26/2013,7,11.5,6,52,4026,4026,4
03/26/2013,8,9.7,6,52,4026,4026,4
03/26/2013,9,9.6,6,52,4026,4026,4
03/26/2013,10,5.7,6,52,4026,4026,4
03/26/2013,11,4.699999999999999,6,52,4026,4026,4
03/26/2013,12,5.0,6,52,4026,4026,4
03/26/2013,13,6.1,6,52,4026,4026,4
03/26/2013,14,7.4,6,52,4026,4026,4
03/26/2013,15,9.399999999999999,6,52,4026,4026,4
03/26/2013,16,11.2,6,52,4026,4026,4
03/26/2013,17,9.3,6,52,4026,4026,4
03/26/2013,18,10.399999999999999,6,52,4026,4026,4
03/26/2013,19,79.0,6,52,4026,4026,4
03/26/2013,20,139.39999999999998,6,52,4026,4026,4
03/26/2013,21,138.3,6,52,4026,4026,4
03/26/2013,22,79.4,6,52,4026,4026,4
03/26/2013,23,11.600000000000001,6,52,4026,4026,4
03/27/2013,0,11.7,6,54,4026,4026,6
03/27/2013,1,11.3,6,54,4026,4026,6
03/27/2013,2,12.2,6,54,4026,4026,6
03/27/2013,3,11.5,6,54,4026,4026,6
03/27/2013,4,11.4,6,54,4026,4026,6
03/27/2013,5,11.3,6,54,4026,4026,6
03/27/2013,6,11.899999999999999,6,54,4026,4026,6
03/27/2013,7,12.6,6,54,4026,4026,6
03/27/2013,8,10.8,6,54,4026,4026,6
03/27/2013,9,8.1,6,54,4026,4026,6
03/27/2013,10,5.6,6,54,4026,4026,6
03/27/2013,11,3.4000000000000004,6,54,4026,4026,6
03/27/2013,12,2.2,6,54,4026,4026,6
03/27/2013,13,3.4000000000000004,6,54,4026,4026,6
03/27/2013,14,4.8,6,54,4026,4026,6
03/27/2013,15,7.300000000000001,6,54,4026,4026,6
03/27/2013,16,7.6000000000000005,6,54,4026,4026,6
03/27/2013,17,10.0,6,54,4026,4026,6
03/27/2013,18,11.3,6,54,4026,4026,6
03/27/2013,19,77.5,6,54,4026,4026,6
03/27/2013,20,139.2,6,54,4026,4026,6
03/27/2013,21,86.2,6,54,4026,4026,6
03/27/2013,22,21.0,6,54,4026,4026,6
03/27/2013,23,11.399999999999999,6,54,4026,4026,6
03/28/2013,0,11.3,6,56,4026,4026,8
03/28/2013,1,11.399999999999999,6,56,4026,4026,8
03/28/2013,2,11.5,6,56,4026,4026,8
03/28/2013,3,11.4,6,56,4026,4026,8
03/28/2013,4,11.7,6,56,4026,4026,8
03/28/2013,5,11.3,6,56,4026,4026,8
03/28/2013,6,11.7,6,56,4026,4026,8
03/28/2013,7,12.1,6,56,4026,4026,8
03/28/2013,8,9.8,6,56,4026,4026,8
03/28/2013,9,7.0,6,56,4026,4026,8
03/28/2013,10,5.4,6,56,4026,4026,8
03/28/2013,11,7.8,6,56,4026,4026,8
03/28/2013,12,9.7,6,56,4026,4026,8
03/28/2013,13,8.1,6,56,4026,4026,8
03/28/2013,14,7.9,6,56,4026,4026,8
03/28/2013,15,10.100000000000001,6,56,4026,4026,8
03/28/2013,16,9.5,6,56,4026,4026,8
03/28/2013,17,10.6,6,56,4026,4026,8
03/28/2013,18,10.5,6,56,4026,4026,8
03/28/2013,19,74.4,6,56,4026,4026,8
03/28/2013,20,139.3,6,56,4026,4026,8
03/28/2013,21,137.60000000000002,6,56,4026,4026,8
03/28/2013,22,79.7,6,56,4026,4026,8
03/28/2013,23,11.600000000000001,6,56,4026,4026,8
03/29/2013,0,11.0,6,58,4026,4026,10
03/29/2013,1,10.8,6,58,4026,4026,10
03/29/2013,2,11.2,6,58,4026,4026,10
03/29/2013,3,11.3,6,58,4026,4026,10
03/29/2013,4,11.4,6,58,4026,4026,10
03/29/2013,5,11.100000000000001,6,58,4026,4026,10
03/29/2013,6,11.399999999999999,6,58,4026,4026,10
03/29/2013,7,11.399999999999999,6,58,4026,4026,10
03/29/2013,8,9.100000000000001,6,58,4026,4026,10
03/29/2013,9,6.6,6,58,4026,4026,10
03/29/2013,10,5.4,6,58,4026,4026,10
03/29/2013,11,4.2,6,58,4026,4026,10
03/29/2013,12,3.6,6,58,4026,4026,10
03/29/2013,13,2.3,6,58,4026,4026,10
03/29/2013,14,4.3,6,58,4026,4026,10
03/29/2013,15,7.0,6,58,4026,4026,10
03/29/2013,16,6.7,6,58,4026,4026,10
03/29/2013,17,8.0,6,58,4026,4026,10
03/29/2013,18,8.8,6,58,4026,4026,10
03/29/2013,19,72.0,6,58,4026,4026,10
03/29/2013,20,137.9,6,58,4026,4026,10
03/29/2013,21,137.9,6,58,4026,4026,10
03/29/2013,22,79.1,6,58,4026,4026,10
03/29/2013,23,10.7,6,58,4026,4026,10
03/30/2013,0,10.8,6,60,4026,4026,12
03/30/2013,1,11.3,6,60,4026,4026,12
03/30/2013,2,11.2,6,60,4026,4026,12
03/30/2013,3,11.8,6,60,4026,4026,12
03/30/2013,4,10.7,6,60,4026,4026,12
03/30/2013,5,11.7,6,60,4026,4026,12
03/30/2013,6,11.3,6,60,4026,4026,12
03/30/2013,7,11.2,6,60,4026,4026,12
03/30/2013,8,9.899999999999999,6,60,4026,4026,12
03/30/2013,9,7.5,6,60,4026,4026,12
03/30/2013,10,4.7,6,60,4026,4026,12
03/30/2013,11,2.8,6,60,4026,4026,12
03/30/2013,12,2.5,6,60,4026,4026,12
03/30/2013,13,2.2,6,60,4026,4026,12
03/30/2013,14,3.7,6,60,4026,4026,12
03/30/2013,15,2.8,6,60,4026,4026,12
03/30/2013,16,3.1,6,60,4026,4026,12
03/30/2013,17,5.3,6,60,4026,4026,12
03/30/2013,18,7.4,6,60,4026,4026,12
03/30/2013,19,12.5,6,60,4026,4026,12
03/30/2013,20,19.9,6,60,4026,4026,12
03/30/2013,21,20.2,6,60,4026,4026,12
03/30/2013,22,20.5,6,60,4026,4026,12
03/30/2013,23,10.6,6,60,4026,4026,12
03/31/2013,0,10.6,6,62,4026,4026,14
03/31/2013,1,10.3,6,62,4026,4026,14
03/31/2013,2,10.600000000000001,6,62,4026,4026,14
03/31/2013,3,11.0,6,62,4026,4026,14
03/31/2013,4,11.2,6,62,4026,4026,14
03/31/2013,5,10.8,6,62,4026,4026,14
03/31/2013,6,11.600000000000001,6,62,4026,4026,14
03/31/2013,7,10.8,6,62,4026,4026,14
03/31/2013,8,9.8,6,62,4026,4026,14
03/31/2013,9,10.0,6,62,4026,4026,14
03/31/2013,10,8.6,6,62,4026,4026,14
03/31/2013,11,8.2,6,62,4026,4026,14
03/31/2013,12,8.6,6,62,4026,4026,14
03/31/2013,13,9.1,6,62,4026,4026,14
03/31/2013,14,10.2,6,62,4026,4026,14
03/31/2013,15,10.1,6,62,4026,4026,14
03/31/2013,16,10.2,6,62,4026,4026,14
03/31/2013,17,9.9,6,62,4026,4026,14
03/31/2013,18,10.4,6,62,4026,4026,14
03/31/2013,19,13.899999999999999,6,62,4026,4026,14
03/31/2013,20,20.2,6,62,4026,4026,14
03/31/2013,21,21.0,6,62,4026,4026,14
03/31/2013,22,20.8,6,62,4026,4026,14
03/31/2013,23,11.5,6,62,4026,4026,14
04/01/2013,0,9.100000000000001,8,2,4026,4026,2
04/01/2013,1,11.2,8,2,4026,4026,2
04/01/2013,2,11.5,8,2,4026,4026,2
04/01/2013,3,11.600000000000001,8,2,4026,4026,2
04/01/2013,4,10.899999999999999,8,2,4026,4026,2
04/01/2013,5,11.9,8,2,4026,4026,2
