,Date,HourOfDay,kWh,Percent
489,01/02/2014,19,89.1,0.0509375
490,11/19/2013,21,88.9,0.051041666666666666
491,01/16/2014,21,88.80000000000001,0.051145833333333335
492,09/23/2013,21,88.6,0.05125
493,05/22/2013,20,88.5,0.051354166666666666
494,11/29/2013,19,88.4,0.051458333333333335
495,11/20/2013,21,88.3,0.0515625
496,04/04/2013,19,87.9,0.051666666666666666
497,10/02/2013,22,87.9,0.051770833333333335
498,05/21/2013,20,87.80000000000001,0.051875
499,01/20/2014,19,87.6,0.05197916666666667
500,12/03/2013,19,87.6,0.052083333333333336
501,01/15/2014,20,87.5,0.0521875
502,12/04/2013,18,87.5,0.05229166666666667
503,12/18/2013,18,87.3,0.052395833333333336
504,01/31/2014,18,87.1,0.0525
505,01/15/2014,18,87.0,0.05260416666666667
506,12/03/2013,20,86.9,0.052708333333333336
507,12/11/2013,20,86.8,0.0528125
508,12/11/2013,19,86.7,0.05291666666666667
509,12/04/2013,19,86.5,0.053020833333333336
510,12/09/2013,20,86.4,0.053125
511,12/17/2013,20,86.30000000000001,0.05322916666666667
512,03/27/2013,21,86.2,0.05333333333333334
513,12/18/2013,20,86.2,0.0534375
514,06/26/2013,20,86.19999999999999,0.05354166666666667
515,07/10/2013,19,86.19999999999999,0.05364583333333333
516,01/20/2014,20,86.0,0.05375
517,12/02/2013,20,86.0,0.05385416666666667
518,11/22/2013,20,85.9,0.05395833333333333
519,12/10/2013,20,85.9,0.0540625
520,12/11/2013,18,85.69999999999999,0.05416666666666667
521,03/13/2013,22,85.6,0.05427083333333333
522,11/25/2013,22,85.5,0.054375
523,12/17/2013,19,85.5,0.05447916666666667
524,12/18/2013,19,85.5,0.05458333333333333
525,12/10/2013,19,85.19999999999999,0.0546875
526,01/12/2014,18,84.69999999999999,0.05479166666666667
527,01/13/2014,19,84.6,0.05489583333333333
528,01/14/2014,21,84.6,0.055
529,08/27/2013,22,84.3,0.05510416666666667
530,12/04/2013,20,84.3,0.05520833333333333
531,10/23/2013,18,84.2,0.0553125
532,11/19/2013,22,84.2,0.05541666666666667
533,05/23/2013,22,84.0,0.05552083333333333
534,09/18/2013,20,83.9,0.055625
535,10/22/2013,21,83.80000000000001,0.05572916666666667
536,05/30/2013,22,83.7,0.05583333333333333
537,12/20/2013,19,83.6,0.0559375
538,05/16/2013,22,83.39999999999999,0.05604166666666666
539,03/14/2013,22,83.3,0.05614583333333333
540,10/24/2013,18,83.2,0.05625
541,11/20/2013,22,83.1,0.056354166666666664
542,12/26/2013,19,83.0,0.05645833333333333
543,12/19/2013,20,82.9,0.0565625
544,05/10/2013,22,82.8,0.056666666666666664
545,12/20/2013,20,82.7,0.05677083333333333
546,12/26/2013,20,82.69999999999999,0.056875
547,10/27/2013,22,82.6,0.056979166666666664
548,12/12/2013,19,82.4,0.05708333333333333
549,10/17/2013,21,82.19999999999999,0.0571875
550,01/13/2014,18,82.1,0.057291666666666664
551,10/03/2013,21,82.1,0.05739583333333333
552,12/13/2013,20,82.1,0.0575
553,12/13/2013,19,81.8,0.057604166666666665
554,12/19/2013,19,81.7,0.057708333333333334
555,03/21/2013,22,81.5,0.0578125
556,03/22/2013,22,81.5,0.057916666666666665
557,03/25/2013,19,81.4,0.058020833333333334
558,12/12/2013,20,81.1,0.058125
559,03/25/2013,22,80.9,0.058229166666666665
560,03/17/2013,22,80.8,0.058333333333333334
561,12/05/2013,19,80.8,0.0584375
562,03/18/2013,22,80.4,0.058541666666666665
563,06/06/2013,18,80.2,0.058645833333333335
564,01/13/2014,20,79.7,0.05875
565,03/19/2013,22,79.7,0.058854166666666666
566,03/28/2013,22,79.7,0.058958333333333335
567,05/26/2013,20,79.7,0.0590625
568,03/26/2013,22,79.4,0.059166666666666666
569,03/15/2013,22,79.39999999999999,0.059270833333333335
570,10/15/2013,21,79.30000000000001,0.059375
571,06/12/2013,20,79.3,0.059479166666666666
572,03/20/2013,22,79.2,0.059583333333333335
573,03/29/2013,22,79.1,0.0596875
574,03/26/2013,19,79.0,0.05979166666666667
575,05/27/2013,20,79.0,0.059895833333333336
576,12/05/2013,20,78.80000000000001,0.06
577,03/27/2013,19,77.5,0.06010416666666667
578,04/01/2013,19,77.4,0.060208333333333336
579,11/18/2013,21,76.4,0.0603125
580,05/28/2013,20,76.0,0.06041666666666667
581,11/15/2013,20,76.0,0.060520833333333336
582,11/07/2013,21,75.9,0.060625
583,05/29/2013,20,75.7,0.06072916666666667
584,04/02/2013,22,75.6,0.060833333333333336
585,04/04/2013,22,75.6,0.0609375
586,11/11/2013,18,75.6,0.06104166666666667
