Date_Time,use_kwh
2015-08-03 00:00:00-04:00,7897.4000000000015
2015-08-04 00:00:00-04:00,8054.0
2015-08-05 00:00:00-04:00,7917.9
2015-08-06 00:00:00-04:00,7676.999999999999
2015-08-07 00:00:00-04:00,7466.2
2015-08-08 00:00:00-04:00,6265.700000000002
2015-08-09 00:00:00-04:00,6205.9
2015-08-10 00:00:00-04:00,7681.499999999997
2015-08-11 00:00:00-04:00,7975.4
2015-08-12 00:00:00-04:00,7642.600000000001
2015-08-13 00:00:00-04:00,7555.900000000001
2015-08-14 00:00:00-04:00,7437.7
2015-08-15 00:00:00-04:00,6348.799999999999
2015-08-16 00:00:00-04:00,6322.500000000001
2015-08-17 00:00:00-04:00,7993.5999999999985
2015-08-18 00:00:00-04:00,8266.400000000001
2015-08-19 00:00:00-04:00,8184.3
2015-08-20 00:00:00-04:00,8229.800000000001
2015-08-21 00:00:00-04:00,7609.900000000001
2015-08-22 00:00:00-04:00,6233.5
2015-08-23 00:00:00-04:00,6094.799999999997
2015-08-24 00:00:00-04:00,7859.799999999999
2015-08-25 00:00:00-04:00,7386.900000000002
2015-08-26 00:00:00-04:00,7314.700000000002
2015-08-27 00:00:00-04:00,7366.5999999999985
2015-08-28 00:00:00-04:00,7425.099999999999
2015-08-29 00:00:00-04:00,6303.800000000002
2015-08-30 00:00:00-04:00,6263.300000000002
2015-08-31 00:00:00-04:00,7752.1
2015-09-01 00:00:00-04:00,8193.099999999999
2015-09-02 00:00:00-04:00,8119.700000000002
2015-09-03 00:00:00-04:00,8129.100000000001
2015-09-04 00:00:00-04:00,8050.900000000001
2015-09-05 00:00:00-04:00,6325.599999999999
2015-09-06 00:00:00-04:00,6038.300000000001
2015-09-07 00:00:00-04:00,6338.4
2015-09-08 00:00:00-04:00,7980.799999999998
2015-09-09 00:00:00-04:00,8265.600000000002
2015-09-10 00:00:00-04:00,7956.5999999999985
2015-09-11 00:00:00-04:00,7422.699999999998
2015-09-12 00:00:00-04:00,6195.799999999998
2015-09-13 00:00:00-04:00,5146.900000000001
2015-09-14 00:00:00-04:00,6860.299999999999
2015-09-15 00:00:00-04:00,7300.9
2015-09-16 00:00:00-04:00,7524.299999999999
2015-09-17 00:00:00-04:00,7662.400000000001
2015-09-18 00:00:00-04:00,7539.800000000002
2015-09-19 00:00:00-04:00,6404.399999999999
2015-09-20 00:00:00-04:00,5987.399999999998
2015-09-21 00:00:00-04:00,7101.200000000001
2015-09-22 00:00:00-04:00,6457.900000000001
2015-09-23 00:00:00-04:00,6631.2999999999965
2015-09-24 00:00:00-04:00,7192.9
2015-09-25 00:00:00-04:00,7071.6
2015-09-26 00:00:00-04:00,4823.000000000002
2015-09-27 00:00:00-04:00,4736.899999999999
2015-09-28 00:00:00-04:00,7841.500000000002
2015-09-29 00:00:00-04:00,7775.499999999999
2015-09-30 00:00:00-04:00,7715.700000000002
2015-10-01 00:00:00-04:00,6153.499999999999
2015-10-02 00:00:00-04:00,5694.6
2015-10-03 00:00:00-04:00,4600.600000000002
2015-10-04 00:00:00-04:00,4489.2
2015-10-05 00:00:00-04:00,5807.499999999999
2015-10-06 00:00:00-04:00,5962.900000000001
2015-10-07 00:00:00-04:00,7214.299999999998
2015-10-08 00:00:00-04:00,7086.9
2015-10-09 00:00:00-04:00,7203.500000000001
2015-10-10 00:00:00-04:00,4964.3
2015-10-11 00:00:00-04:00,4778.1
2015-10-12 00:00:00-04:00,5143.199999999999
2015-10-13 00:00:00-04:00,6835.200000000001
2015-10-14 00:00:00-04:00,6252.0
2015-10-15 00:00:00-04:00,5936.499999999998
2015-10-16 00:00:00-04:00,5589.099999999999
2015-10-17 00:00:00-04:00,3509.5999999999995
2015-10-18 00:00:00-04:00,3899.2
2015-10-19 00:00:00-04:00,5906.4
2015-10-20 00:00:00-04:00,5946.900000000001
2015-10-21 00:00:00-04:00,6007.999999999999
2015-10-22 00:00:00-04:00,6630.0
2015-10-23 00:00:00-04:00,5737.6
2015-10-24 00:00:00-04:00,3591.1000000000004
2015-10-25 00:00:00-04:00,3816.599999999999
2015-10-26 00:00:00-04:00,6008.500000000001
2015-10-27 00:00:00-04:00,6109.9
2015-10-28 00:00:00-04:00,7230.6
2015-10-29 00:00:00-04:00,6891.8
2015-10-30 00:00:00-04:00,5936.700000000001
2015-10-31 00:00:00-04:00,5048.5
2015-11-01 00:00:00-04:00,5017.9000000000015
2015-11-02 00:00:00-05:00,6114.4000000000015
2015-11-03 00:00:00-05:00,6186.6
2015-11-04 00:00:00-05:00,6497.9
2015-11-05 00:00:00-05:00,6719.799999999999
2015-11-06 00:00:00-05:00,7463.900000000001
2015-11-07 00:00:00-05:00,5234.000000000001
2015-11-08 00:00:00-05:00,4481.699999999998
2015-11-09 00:00:00-05:00,6163.9
2015-11-10 00:00:00-05:00,6480.099999999999
