1	7	2009	-99	-99	-99
1	8	2009	10554	15302	25856
1	9	2009	10296	15010	25306
1	10	2009	9744	14042	23786
1	11	2009	9674	13896	23570
1	12	2009	10468	14782	25250
1	13	2009	10314	14964	25278
1	14	2009	10244	14640	24884
1	15	2009	10104	14662	24766
1	16	2009	10162	14606	24768
1	17	2009	9850	14520	24370
1	18	2009	9812	14578	24390
1	19	2009	9744	14504	24248
1	20	2009	9832	14558	24390
1	21	2009	10304	14546	24850
1	22	2009	10844	14890	25734
1	23	2009	10438	14900	25338
1	24	2009	9612	14456	24068
1	25	2009	9596	14316	23912
1	26	2009	10418	14916	25334
1	27	2009	10512	15226	25738
1	28	2009	10660	15158	25818
1	29	2009	10358	15288	25646
1	30	2009	10524	15268	25792
1	31	2009	10154	15058	25212
2	1	2009	10310	14964	25274
2	2	2009	10712	15494	26206
2	3	2009	10654	15190	25844
2	4	2009	10836	15294	26130
2	5	2009	10760	15706	26466
2	6	2009	10640	15448	26088
2	7	2009	10250	14850	25100
2	8	2009	10282	15220	25502
2	9	2009	10930	15504	26434
2	10	2009	10850	15726	26576
2	11	2009	11142	15822	26964
2	12	2009	10838	15742	26580
2	13	2009	10694	15374	26068
2	14	2009	8462	13720	22182
2	15	2009	8504	12642	21146
2	16	2009	8546	12830	21376
2	17	2009	10614	13810	24424
2	18	2009	10962	15224	26186
2	19	2009	10808	15854	26662
2	20	2009	10544	15592	26136
2	21	2009	10104	14916	25020
2	22	2009	10044	14900	24944
2	23	2009	10772	15388	26160
2	24	2009	10948	15704	26652
2	25	2009	10856	15348	26204
2	26	2009	10870	15404	26274
2	27	2009	10852	15682	26534
2	28	2009	10140	15058	25198
3	1	2009	10116	15092	25208
3	2	2009	10288	15366	25654
3	3	2009	10630	15146	25776
3	4	2009	10854	15016	25870
3	5	2009	10824	15732	26556
3	6	2009	10828	15924	26752
3	7	2009	10270	15104	25374
3	8	2009	10286	15278	25564
3	9	2009	10934	15698	26632
3	10	2009	10676	15594	26270
3	11	2009	11180	15506	26686
3	12	2009	8374	14366	22740
3	13	2009	8168	12192	20360
3	14	2009	7922	11976	19898
3	15	2009	10026	12974	23000
3	16	2009	10730	15660	26390
3	17	2009	10728	15334	26062
3	18	2009	11240	15584	26824
3	19	2009	10958	16178	27136
3	20	2009	10604	15782	26386
3	21	2009	10150	14870	25020
3	22	2009	10386	14970	25356
3	23	2009	10882	15610	26492
3	24	2009	10770	15666	26436
3	25	2009	10894	15498	26392
3	26	2009	10818	15616	26434
3	27	2009	11136	15710	26846
3	28	2009	10372	15440	25812
3	29	2009	10536	15396	25932
3	30	2009	10654	15698	26352
3	31	2009	10958	15364	26322
4	1	2009	11238	15594	26832
4	2	2009	11028	16214	27242
4	3	2009	10964	16046	27010
4	4	2009	10328	15170	25498
4	5	2009	10404	15268	25672
4	6	2009	11194	16056	27250
4	7	2009	10564	15314	25878
4	8	2009	11104	15404	26508
4	9	2009	11064	15674	26738
4	10	2009	11152	15884	27036
4	11	2009	10366	15688	26054
4	12	2009	10286	15224	25510
4	13	2009	10718	15558	26276
4	14	2009	10772	15418	26190
4	15	2009	10980	15438	26418
4	16	2009	10918	15850	26768
4	17	2009	10900	15870	26770
4	18	2009	10378	15332	25710
4	19	2009	10508	15604	26112
4	20	2009	11218	16078	27296
4	21	2009	11170	15930	27100
4	22	2009	11116	15668	26784
4	23	2009	11134	15224	26358
4	24	2009	11174	15882	27056
4	25	2009	11138	15958	27096
4	26	2009	11294	16478	27772
4	27	2009	11788	16752	28540
4	28	2009	11822	16594	28416
4	29	2009	11380	16406	27786
4	30	2009	11282	16232	27514
5	1	2009	11420	16418	27838
5	2	2009	10780	15906	26686
5	3	2009	10604	15786	26390
5	4	2009	11066	16020	27086
5	5	2009	10978	15886	26864
5	6	2009	11254	15808	27062
5	7	2009	11640	16488	28128
5	8	2009	11636	16474	28110
5	9	2009	11502	16450	27952
5	10	2009	10894	15988	26882
5	11	2009	11040	16040	27080
5	12	2009	10972	15452	26424
5	13	2009	11128	15500	26628
5	14	2009	11670	16328	27998
5	15	2009	11676	16732	28408
5	16	2009	11064	16054	27118
5	17	2009	10496	15734	26230
5	18	2009	11036	15680	26716
5	19	2009	11212	15788	27000
5	20	2009	11530	15770	27300
5	21	2009	11642	16024	27666
5	22	2009	11728	16618	28346
5	23	2009	11542	16418	27960
5	24	2009	11472	16574	28046
5	25	2009	11414	16598	28012
5	26	2009	11324	16552	27876
5	27	2009	11568	16270	27838
5	28	2009	11710	16790	28500
5	29	2009	12184	16896	29080
5	30	2009	11018	16178	27196
5	31	2009	11054	16092	27146
6	1	2009	15270	12886	28156
6	2	2009	15986	13232	29218
6	3	2009	16940	13816	30756
6	4	2009	15524	13936	29460
6	5	2009	15412	13168	28580
6	6	2009	14576	12930	27506
6	7	2009	15194	13220	28414
6	8	2009	16820	13592	30412
6	9	2009	17394	13986	31380
6	10	2009	16202	14130	30332
6	11	2009	16632	13594	30226
