7	8	2010	-99
8	6	2010	142
9	7	2010	143
10	6	2010	180
11	4	2010	248
12	8	2010	339
1	10	2011	403
2	9	2011	386
3	9	2011	491
4	7	2011	516
5	6	2011	402
6	7	2011	289
7	7	2011	208
8	5	2011	231
9	6	2011	224
10	5	2011	316
11	3	2011	437
12	7	2011	596
1	9	2012	667
2	8	2012	494
3	9	2012	618
4	9	2012	472
5	8	2012	436
6	7	2012	335
7	9	2012	294
8	7	2012	192
9	6	2012	217
10	5	2012	280
11	5	2012	511
12	7	2012	661
1	9	2013	711
2	8	2013	718
3	12	2013	701
4	9	2013	694
5	8	2013	520
6	7	2013	383
7	9	2013	259
8	7	2013	227
9	6	2013	231
10	7	2013	297
11	5	2013	415
12	9	2013	695
1	10	2014	744
2	10	2014	802
3	11	2014	795
4	9	2014	711
5	8	2014	571
6	9	2014	446
7	9	2014	346
8	7	2014	260
9	8	2014	228
10	7	2014	283
11	5	2014	483
12	9	2014	-99
1	12	2015	-99
2	9	2015	-99
3	12	2015	739
4	9	2015	611
5	8	2015	460
6	9	2015	309
7	9	2015	333
