Date,Use_kWh
2012-04-01,
2012-04-02,
2012-04-03,
2012-04-04,
2012-04-05,
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,
2012-04-10,
2012-04-11,
2012-04-12,
2012-04-13,
2012-04-14,
2012-04-15,
2012-04-16,
2012-04-17,
2012-04-18,
2012-04-19,
2012-04-20,
2012-04-21,
2012-04-22,
2012-04-23,
2012-04-24,
2012-04-25,
2012-04-26,
2012-04-27,
2012-04-28,
2012-04-29,
2012-04-30,
2012-05-01,
2012-05-02,12754.2
2012-05-03,13288.8
2012-05-04,13179.5
2012-05-05,12899.7
2012-05-06,12861.4
2012-05-07,13112.4
2012-05-08,12980.5
2012-05-09,13031.6
2012-05-10,12851.0
2012-05-11,12753.5
2012-05-12,12520.5
2012-05-13,12728.9
2012-05-14,13073.3
2012-05-15,13329.1
2012-05-16,13181.8
2012-05-17,13308.4
2012-05-18,12883.4
2012-05-19,12031.3
2012-05-20,12458.6
2012-05-21,13139.4
2012-05-22,13271.5
2012-05-23,13706.7
2012-05-24,14060.8
2012-05-25,14097.1
2012-05-26,14544.3
2012-05-27,14439.6
2012-05-28,14560.9
2012-05-29,14868.0
2012-05-30,14232.1
2012-05-31,14311.1
2012-06-01,14454.7
2012-06-02,13711.5
2012-06-03,13509.3
2012-06-04,13928.8
2012-06-05,13817.6
2012-06-06,13320.3
2012-06-07,12565.5
2012-06-08,12502.7
2012-06-09,12476.1
2012-06-10,12399.2
2012-06-11,13286.9
2012-06-12,13232.1
2012-06-13,13713.1
2012-06-14,14372.6
2012-06-15,14108.9
2012-06-16,13954.8
2012-06-17,13888.3
2012-06-18,14199.0
2012-06-19,14427.5
2012-06-20,14413.7
2012-06-21,14868.0
2012-06-22,14454.5
2012-06-23,13961.4
2012-06-24,13956.8
2012-06-25,14208.6
2012-06-26,14018.8
2012-06-27,14059.7
2012-06-28,14445.7
2012-06-29,14942.1
2012-06-30,12911.7
2012-07-01,13732.3
2012-07-02,14412.0
2012-07-03,14488.7
2012-07-04,14106.7
2012-07-05,15026.0
2012-07-06,14891.9
2012-07-07,14774.0
2012-07-08,14792.8
2012-07-09,14552.2
2012-07-10,14238.2
2012-07-11,14353.4
2012-07-12,14647.2
2012-07-13,14559.0
2012-07-14,14379.2
2012-07-15,14484.9
2012-07-16,14557.4
2012-07-17,14415.2
2012-07-18,13769.4
2012-07-19,14316.4
2012-07-20,14630.2
2012-07-21,13893.7
2012-07-22,14034.5
2012-07-23,14613.5
2012-07-24,14520.9
2012-07-25,13887.8
2012-07-26,15011.2
2012-07-27,14685.5
2012-07-28,14328.6
2012-07-29,14182.0
2012-07-30,14645.1
2012-07-31,14658.4
2012-08-01,14477.5
2012-08-02,14707.2
2012-08-03,14581.4
2012-08-04,14746.3
2012-08-05,14707.9
2012-08-06,15160.8
2012-08-07,15223.3
2012-08-08,15076.3
2012-08-09,15161.2
2012-08-10,14840.1
2012-08-11,13527.3
2012-08-12,13200.1
2012-08-13,14231.5
2012-08-14,15035.3
2012-08-15,14682.0
2012-08-16,14719.1
2012-08-17,14674.5
2012-08-18,14372.5
2012-08-19,14288.2
2012-08-20,14507.3
2012-08-21,14458.2
2012-08-22,14402.6
2012-08-23,14597.2
2012-08-24,14444.2
2012-08-25,13914.2
2012-08-26,14096.5
2012-08-27,14418.9
2012-08-28,14480.4
2012-08-29,14193.2
2012-08-30,14417.1
2012-08-31,14375.0
2012-09-01,13086.8
2012-09-02,14191.6
2012-09-03,14322.9
2012-09-04,14641.6
2012-09-05,14706.2
2012-09-06,14943.1
2012-09-07,14653.5
2012-09-08,13872.4
2012-09-09,13151.0
2012-09-10,13562.1
2012-09-11,13826.4
2012-09-12,13891.2
2012-09-13,14269.4
2012-09-14,14109.5
2012-09-15,13587.2
2012-09-16,13584.4
2012-09-17,14046.4
2012-09-18,14304.1
2012-09-19,13707.2
2012-09-20,13951.1
2012-09-21,14041.8
2012-09-22,13816.4
2012-09-23,13542.8
2012-09-24,13773.1
2012-09-25,12978.7
2012-09-26,12438.6
2012-09-27,12880.7
2012-09-28,12707.4
2012-09-29,11853.4
2012-09-30,11811.1
2012-10-01,12147.6
2012-10-02,13416.7
2012-10-03,13604.8
2012-10-04,13683.4
2012-10-05,13074.4
2012-10-06,12427.3
2012-10-07,11840.3
2012-10-08,11776.5
2012-10-09,12357.3
2012-10-10,12277.5
2012-10-11,12182.1
2012-10-12,12072.4
2012-10-13,11781.4
2012-10-14,11917.0
2012-10-15,12581.0
2012-10-16,12399.7
2012-10-17,12165.7
2012-10-18,12474.8
2012-10-19,12676.7
2012-10-20,11932.6
2012-10-21,11941.8
2012-10-22,12334.8
2012-10-23,12512.8
2012-10-24,12527.3
2012-10-25,12802.3
2012-10-26,12679.0
2012-10-27,12142.1
2012-10-28,11964.7
2012-10-29,11976.7
2012-10-30,11857.4
2012-10-31,11961.7
2012-11-01,12131.6
2012-11-02,12170.4
2012-11-03,11742.7
2012-11-04,12169.9
2012-11-05,12084.5
2012-11-06,12188.5
2012-11-07,12213.5
2012-11-08,12381.9
2012-11-09,12243.2
2012-11-10,12037.0
2012-11-11,12041.3
2012-11-12,12389.1
2012-11-13,12290.1
2012-11-14,12125.6
2012-11-15,12308.3
2012-11-16,12149.3
2012-11-17,11859.5
2012-11-18,11967.8
2012-11-19,12342.6
2012-11-20,12166.5
2012-11-21,11935.2
2012-11-22,11730.4
2012-11-23,11749.1
2012-11-24,11678.7
2012-11-25,11743.8
2012-11-26,12219.3
2012-11-27,12344.3
2012-11-28,12226.8
2012-11-29,12397.3
2012-11-30,12303.1
2012-12-01,11923.3
2012-12-02,11886.3
2012-12-03,12301.5
2012-12-04,12552.3
2012-12-05,12412.7
2012-12-06,12318.7
2012-12-07,12238.5
2012-12-08,12224.1
2012-12-09,12205.0
2012-12-10,12686.5
2012-12-11,12541.7
2012-12-12,12189.1
2012-12-13,12245.3
2012-12-14,12187.0
2012-12-15,11887.9
2012-12-16,11993.0
2012-12-17,12330.3
2012-12-18,12289.1
2012-12-19,12072.4
2012-12-20,12285.7
2012-12-21,12211.1
2012-12-22,12013.5
2012-12-23,12259.4
2012-12-24,12046.6
2012-12-25,11865.2
2012-12-26,12166.9
2012-12-27,12403.0
2012-12-28,12288.6
2012-12-29,12043.1
2012-12-30,11998.3
2012-12-31,12323.7
2013-01-01,11977.2
2013-01-02,12222.7
2013-01-03,12504.9
2013-01-04,12473.1
2013-01-05,12179.9
2013-01-06,12132.6
2013-01-07,12330.4
2013-01-08,12500.7
2013-01-09,12308.1
2013-01-10,12489.9
2013-01-11,12503.0
2013-01-12,12038.3
2013-01-13,12125.0
2013-01-14,12569.9
2013-01-15,12538.7
2013-01-16,12374.4
2013-01-17,12571.2
2013-01-18,12566.4
2013-01-19,12269.8
2013-01-20,12278.9
2013-01-21,12234.0
2013-01-22,12633.2
2013-01-23,12486.6
2013-01-24,12626.7
2013-01-25,12422.6
2013-01-26,12204.2
2013-01-27,12283.6
2013-01-28,12602.8
2013-01-29,12414.2
2013-01-30,12225.5
2013-01-31,12167.4
2013-02-01,12100.0
2013-02-02,12030.2
2013-02-03,11992.8
2013-02-04,12378.2
2013-02-05,12397.5
2013-02-06,12120.5
2013-02-07,12751.5
2013-02-08,12272.6
2013-02-09,12041.9
2013-02-10,12028.6
2013-02-11,12228.8
2013-02-12,12145.8
2013-02-13,12010.0
2013-02-14,12050.1
2013-02-15,12159.0
2013-02-16,12302.7
2013-02-17,12332.8
2013-02-18,12430.4
2013-02-19,12467.2
2013-02-20,12470.2
2013-02-21,12752.9
2013-02-22,12652.0
2013-02-23,12273.8
2013-02-24,12120.6
2013-02-25,12474.1
2013-02-26,12552.5
2013-02-27,12286.6
2013-02-28,12459.2
2013-03-01,12427.5
2013-03-02,12377.5
2013-03-03,12326.2
2013-03-04,12745.5
2013-03-05,12603.9
2013-03-06,12407.1
2013-03-07,12251.7
2013-03-08,11891.1
2013-03-09,11614.5
2013-03-10,11200.7
2013-03-11,12113.1
2013-03-12,12294.6
2013-03-13,11871.9
2013-03-14,12001.5
2013-03-15,11903.0
2013-03-16,11637.9
2013-03-17,11555.4
2013-03-18,12009.0
2013-03-19,11799.0
2013-03-20,11758.2
2013-03-21,12020.5
2013-03-22,11911.8
2013-03-23,11598.5
2013-03-24,11513.8
2013-03-25,11814.7
2013-03-26,12080.0
2013-03-27,11845.3
2013-03-28,12128.5
2013-03-29,12209.2
2013-03-30,12128.3
2013-03-31,12042.1
2013-04-01,12232.6
2013-04-02,12318.7
2013-04-03,12151.9
2013-04-04,12379.1
2013-04-05,12140.4
2013-04-06,11855.0
2013-04-07,11872.1
2013-04-08,12241.5
2013-04-09,12802.0
2013-04-10,13013.1
2013-04-11,13073.0
2013-04-12,12924.6
2013-04-13,12467.7
2013-04-14,12355.7
2013-04-15,12523.3
2013-04-16,12485.5
2013-04-17,12651.2
2013-04-18,13048.2
2013-04-19,13317.0
2013-04-20,12361.6
2013-04-21,12323.7
2013-04-22,12768.8
2013-04-23,12601.5
2013-04-24,12703.0
2013-04-25,12721.5
2013-04-26,12434.5
2013-04-27,12178.9
2013-04-28,12214.2
2013-04-29,12594.6
2013-04-30,12730.9
2013-05-01,12698.9
2013-05-02,12706.1
2013-05-03,12506.4
2013-05-04,12095.6
2013-05-05,12158.3
2013-05-06,12751.9
2013-05-07,13176.5
2013-05-08,12930.5
2013-05-09,13017.4
2013-05-10,13075.7
2013-05-11,13177.5
2013-05-12,12460.4
2013-05-13,12726.3
2013-05-14,12663.2
2013-05-15,12917.3
2013-05-16,13473.8
2013-05-17,13209.8
2013-05-18,12561.4
2013-05-19,12740.5
2013-05-20,13483.6
2013-05-21,13467.4
2013-05-22,13469.4
2013-05-23,13483.2
2013-05-24,12820.4
2013-05-25,12177.5
2013-05-26,12219.5
2013-05-27,12222.7
2013-05-28,13008.4
2013-05-29,13308.9
2013-05-30,13417.6
2013-05-31,13339.2
2013-06-01,12948.8
2013-06-02,12917.7
2013-06-03,13317.5
2013-06-04,13124.8
2013-06-05,12543.2
2013-06-06,13184.8
2013-06-07,13391.7
2013-06-08,13088.3
2013-06-09,13142.0
2013-06-10,13473.6
2013-06-11,13470.8
2013-06-12,13330.3
2013-06-13,13368.5
2013-06-14,12954.7
2013-06-15,12700.3
2013-06-16,12988.5
2013-06-17,13410.3
2013-06-18,13416.0
2013-06-19,13324.8
2013-06-20,13396.3
2013-06-21,12901.2
2013-06-22,13056.9
2013-06-23,13076.2
2013-06-24,14075.2
2013-06-25,15182.8
2013-06-26,15149.9
2013-06-27,15342.1
2013-06-28,14596.4
2013-06-29,14575.0
2013-06-30,14916.6
2013-07-01,15268.7
2013-07-02,15455.3
2013-07-03,15300.0
2013-07-04,15031.7
2013-07-05,15191.9
2013-07-06,15218.8
2013-07-07,15088.5
2013-07-08,15144.3
2013-07-09,15059.7
2013-07-10,15057.0
2013-07-11,15165.1
2013-07-12,14924.4
2013-07-13,14792.6
2013-07-14,14982.5
2013-07-15,15139.4
2013-07-16,15346.6
2013-07-17,15181.4
2013-07-18,15559.8
2013-07-19,15470.2
2013-07-20,14932.5
2013-07-21,14852.4
2013-07-22,15455.4
2013-07-23,15398.7
2013-07-24,14730.5
2013-07-25,14533.5
2013-07-26,14847.1
2013-07-27,15066.4
2013-07-28,15226.9
2013-07-29,13398.8
2013-07-30,12924.9
2013-07-31,13144.3
2013-08-01,13281.4
2013-08-02,13045.4
2013-08-03,12813.1
2013-08-04,12688.6
2013-08-05,12721.4
2013-08-06,13084.0
2013-08-07,13016.5
2013-08-08,14581.7
2013-08-09,16589.0
2013-08-10,15916.2
2013-08-11,15792.9
2013-08-12,16228.6
2013-08-13,16212.1
2013-08-14,13638.0
2013-08-15,12937.9
2013-08-16,12824.0
2013-08-17,12590.1
2013-08-18,12738.4
2013-08-19,13236.9
2013-08-20,13396.1
2013-08-21,13085.6
2013-08-22,13718.0
2013-08-23,13228.8
2013-08-24,12813.3
2013-08-25,12886.2
2013-08-26,12971.0
2013-08-27,13301.9
2013-08-28,13309.3
2013-08-29,13626.1
2013-08-30,13160.2
2013-08-31,13026.9
2013-09-01,13052.5
2013-09-02,13155.6
2013-09-03,13437.6
2013-09-04,12913.0
2013-09-05,13245.1
2013-09-06,12688.9
2013-09-07,12413.9
2013-09-08,12886.4
2013-09-09,12857.2
2013-09-10,13274.8
2013-09-11,13367.0
2013-09-12,13699.3
2013-09-13,13061.8
2013-09-14,12052.9
2013-09-15,12114.4
2013-09-16,12826.7
2013-09-17,13287.3
2013-09-18,13384.7
2013-09-19,13894.3
2013-09-20,13862.4
2013-09-21,13955.0
2013-09-22,13443.8
2013-09-23,13668.1
2013-09-24,13647.3
2013-09-25,12582.6
2013-09-26,12592.1
2013-09-27,12330.6
2013-09-28,12007.9
2013-09-29,12018.4
2013-09-30,12387.6
2013-10-01,12764.9
2013-10-02,12896.5
2013-10-03,14049.1
2013-10-04,15194.1
2013-10-05,15385.6
2013-10-06,15386.0
2013-10-07,15086.8
2013-10-08,13617.4
2013-10-09,13536.2
2013-10-10,13715.1
2013-10-11,13588.9
2013-10-12,13462.6
2013-10-13,13598.3
2013-10-14,13721.7
2013-10-15,13975.2
2013-10-16,14094.6
2013-10-17,14348.9
2013-10-18,13832.6
2013-10-19,13304.2
2013-10-20,13282.1
2013-10-21,13784.0
2013-10-22,14221.4
2013-10-23,14280.5
2013-10-24,14307.7
2013-10-25,14419.1
2013-10-26,13429.2
2013-10-27,13473.8
2013-10-28,13988.2
2013-10-29,12833.5
2013-10-30,12955.4
2013-10-31,13379.0
2013-11-01,13520.6
2013-11-02,10391.1
2013-11-03,10332.2
2013-11-04,11973.8
2013-11-05,12840.6
2013-11-06,12786.3
2013-11-07,12819.9
2013-11-08,12472.2
2013-11-09,11994.3
2013-11-10,11964.6
2013-11-11,12281.0
2013-11-12,12481.3
2013-11-13,12470.1
2013-11-14,12379.1
2013-11-15,12208.7
2013-11-16,12072.3
2013-11-17,11992.5
2013-11-18,12439.5
2013-11-19,12291.2
2013-11-20,12214.6
2013-11-21,12742.4
2013-11-22,13102.7
2013-11-23,13026.7
2013-11-24,12891.7
2013-11-25,13035.6
2013-11-26,12819.5
2013-11-27,12760.2
2013-11-28,12575.6
2013-11-29,12664.5
2013-11-30,12615.8
2013-12-01,12559.4
2013-12-02,12873.3
2013-12-03,12820.7
2013-12-04,12971.3
2013-12-05,13255.9
2013-12-06,12425.9
2013-12-07,11918.5
2013-12-08,11928.4
2013-12-09,12204.3
2013-12-10,12367.7
2013-12-11,12374.2
2013-12-12,12311.3
2013-12-13,12925.0
2013-12-14,12825.4
2013-12-15,12868.8
2013-12-16,13159.9
2013-12-17,13250.6
2013-12-18,12910.3
2013-12-19,12421.3
2013-12-20,12403.9
2013-12-21,12484.2
2013-12-22,12584.3
2013-12-23,12374.2
2013-12-24,11706.6
2013-12-25,11800.8
2013-12-26,12228.7
2013-12-27,12136.3
2013-12-28,11737.8
2013-12-29,11884.2
2013-12-30,12228.1
2013-12-31,12114.0
2014-01-01,11819.3
2014-01-02,12180.4
2014-01-03,12029.5
2014-01-04,11997.6
2014-01-05,11933.1
2014-01-06,11979.2
2014-01-07,11393.3
2014-01-08,11243.1
2014-01-09,11014.5
2014-01-10,11746.6
2014-01-11,11957.9
2014-01-12,11880.3
2014-01-13,12144.3
2014-01-14,12100.7
2014-01-15,12044.5
2014-01-16,12192.8
2014-01-17,12087.5
2014-01-18,11702.4
2014-01-19,11672.0
2014-01-20,11560.2
2014-01-21,11859.5
2014-01-22,11705.9
2014-01-23,11064.8
2014-01-24,11496.9
2014-01-25,11831.8
2014-01-26,11890.9
2014-01-27,12310.7
2014-01-28,12362.7
2014-01-29,12157.7
2014-01-30,12430.3
2014-01-31,12246.2
2014-02-01,11884.9
2014-02-02,11743.0
2014-02-03,12180.7
2014-02-04,12019.6
2014-02-05,12130.5
2014-02-06,12121.1
2014-02-07,11920.0
2014-02-08,11671.4
2014-02-09,11612.5
2014-02-10,12100.7
2014-02-11,11965.8
2014-02-12,10756.6
2014-02-13,11434.7
2014-02-14,11551.9
2014-02-15,11419.6
2014-02-16,11403.8
2014-02-17,11492.5
2014-02-18,11857.4
2014-02-19,11863.0
2014-02-20,11934.8
2014-02-21,11811.4
2014-02-22,11493.3
2014-02-23,11377.5
2014-02-24,11817.9
2014-02-25,11834.1
2014-02-26,11790.5
2014-02-27,11831.2
2014-02-28,11894.3
2014-03-01,11620.0
2014-03-02,11596.9
2014-03-03,11553.1
2014-03-04,11758.3
2014-03-05,11999.1
2014-03-06,12148.4
2014-03-07,11960.6
2014-03-08,11504.8
2014-03-09,10954.5
2014-03-10,11855.2
2014-03-11,11902.5
2014-03-12,11713.4
2014-03-13,11745.0
2014-03-14,11743.1
2014-03-15,11599.5
2014-03-16,11445.1
2014-03-17,11460.1
2014-03-18,11728.4
2014-03-19,11616.9
2014-03-20,11822.1
2014-03-21,11907.3
2014-03-22,11785.1
2014-03-23,11721.4
2014-03-24,11966.3
2014-03-25,11980.7
2014-03-26,11686.5
2014-03-27,11904.2
2014-03-28,11891.7
2014-03-29,11636.4
2014-03-30,11350.2
2014-03-31,11825.9
2014-04-01,11976.1
2014-04-02,11801.5
2014-04-03,11977.0
2014-04-04,11720.3
2014-04-05,11351.5
2014-04-06,11399.0
2014-04-07,11900.0
2014-04-08,12068.0
2014-04-09,11811.4
2014-04-10,12076.0
2014-04-11,12549.8
2014-04-12,12310.2
2014-04-13,12464.2
2014-04-14,13074.0
2014-04-15,12584.2
2014-04-16,11652.3
2014-04-17,11984.9
2014-04-18,11852.7
2014-04-19,11719.9
2014-04-20,11699.1
2014-04-21,11245.0
2014-04-22,12301.7
2014-04-23,11943.2
2014-04-24,12968.9
2014-04-25,12820.6
2014-04-26,12518.4
2014-04-27,12382.8
2014-04-28,12564.0
2014-04-29,12651.6
2014-04-30,12734.4
2014-05-01,11672.8
2014-05-02,12356.3
2014-05-03,10346.5
2014-05-04,9723.1
2014-05-05,13017.3
2014-05-06,14302.4
2014-05-07,13800.3
2014-05-08,14698.4
2014-05-09,14704.5
2014-05-10,14546.3
2014-05-11,12958.6
2014-05-12,14274.7
2014-05-13,15189.5
2014-05-14,14614.7
2014-05-15,15138.6
2014-05-16,14755.3
2014-05-17,13892.7
2014-05-18,13940.9
2014-05-19,14304.1
2014-05-20,14058.9
2014-05-21,14333.7
2014-05-22,14932.6
2014-05-23,14380.0
2014-05-24,13958.7
2014-05-25,14172.0
2014-05-26,14202.8
2014-05-27,15456.1
2014-05-28,15083.0
2014-05-29,14167.1
2014-05-30,14067.0
2014-05-31,13927.1
2014-06-01,13763.1
2014-06-02,14325.3
2014-06-03,14870.6
2014-06-04,14769.4
2014-06-05,14850.6
2014-06-06,14128.4
2014-06-07,14065.6
2014-06-08,14364.8
2014-06-09,15278.5
2014-06-10,15788.4
2014-06-11,15513.1
2014-06-12,15476.9
2014-06-13,15348.7
2014-06-14,14400.3
2014-06-15,14329.3
2014-06-16,15440.2
2014-06-17,15853.6
2014-06-18,15933.5
2014-06-19,15157.1
2014-06-20,14697.7
2014-06-21,14076.0
2014-06-22,14228.0
2014-06-23,14647.7
2014-06-24,14976.2
2014-06-25,15519.8
2014-06-26,15321.8
2014-06-27,15229.1
2014-06-28,14505.5
2014-06-29,14313.5
2014-06-30,15272.6
2014-07-01,15889.2
2014-07-02,15849.8
2014-07-03,15773.4
2014-07-04,14006.8
2014-07-05,12739.5
2014-07-06,12648.0
2014-07-07,13973.6
2014-07-08,14898.0
2014-07-09,15276.7
2014-07-10,15471.1
2014-07-11,15187.7
2014-07-12,15326.3
2014-07-13,15469.9
2014-07-14,15869.4
2014-07-15,15559.4
2014-07-16,14018.3
2014-07-17,13133.2
2014-07-18,13153.7
2014-07-19,13024.3
2014-07-20,14073.4
2014-07-21,15322.4
2014-07-22,15681.0
2014-07-23,15542.0
2014-07-24,15018.2
2014-07-25,14182.4
2014-07-26,14619.6
2014-07-27,15246.5
2014-07-28,14540.1
2014-07-29,12632.2
2014-07-30,12213.1
2014-07-31,13041.7
2014-08-01,13978.5
2014-08-02,14209.7
2014-08-03,14711.5
2014-08-04,14818.0
2014-08-05,15099.4
2014-08-06,14709.7
2014-08-07,14698.2
2014-08-08,14194.5
2014-08-09,14374.6
2014-08-10,14286.9
2014-08-11,14521.2
2014-08-12,15153.3
2014-08-13,14565.0
2014-08-14,14164.4
2014-08-15,13968.1
2014-08-16,13762.2
2014-08-17,14463.8
2014-08-18,13871.3
2014-08-19,14652.6
2014-08-20,14799.5
2014-08-21,15232.5
2014-08-22,15385.8
2014-08-23,14419.3
2014-08-24,14004.1
2014-08-25,14272.0
2014-08-26,14545.8
2014-08-27,14935.0
2014-08-28,15178.5
2014-08-29,14233.0
2014-08-30,14643.1
2014-08-31,15386.9
2014-09-01,15422.4
2014-09-02,15730.0
2014-09-03,15414.4
2014-09-04,15138.5
2014-09-05,15831.6
2014-09-06,15543.0
2014-09-07,14356.5
2014-09-08,14468.8
2014-09-09,14837.9
2014-09-10,14795.4
2014-09-11,15428.7
2014-09-12,14365.9
2014-09-13,14001.8
2014-09-14,13370.8
2014-09-15,13875.2
2014-09-16,13698.6
2014-09-17,13360.6
2014-09-18,13879.4
2014-09-19,13601.8
2014-09-20,13725.1
2014-09-21,13725.2
2014-09-22,13645.5
2014-09-23,13632.3
2014-09-24,13568.8
2014-09-25,13833.0
2014-09-26,13708.0
2014-09-27,13525.4
2014-09-28,13624.5
2014-09-29,14040.9
2014-09-30,13885.8
2014-10-01,14027.5
2014-10-02,13980.8
2014-10-03,13800.7
2014-10-04,13266.0
2014-10-05,11954.7
2014-10-06,12009.6
2014-10-07,12339.5
2014-10-08,12381.8
2014-10-09,12490.5
2014-10-10,12406.0
2014-10-11,11845.6
2014-10-12,11821.4
2014-10-13,12313.0
2014-10-14,14083.5
2014-10-15,14414.0
2014-10-16,14068.0
2014-10-17,13866.5
2014-10-18,13242.1
2014-10-19,13116.9
2014-10-20,13567.4
2014-10-21,13697.1
2014-10-22,13558.9
2014-10-23,13585.1
2014-10-24,13634.9
2014-10-25,13347.2
2014-10-26,13254.0
2014-10-27,12666.1
2014-10-28,12478.2
2014-10-29,12636.9
2014-10-30,11968.0
2014-10-31,11840.2
2014-11-01,11622.9
2014-11-02,12086.8
2014-11-03,11935.3
2014-11-04,11881.3
2014-11-05,12039.2
2014-11-06,12077.2
2014-11-07,11864.7
2014-11-08,11471.1
2014-11-09,11483.2
2014-11-10,11883.5
2014-11-11,11990.2
2014-11-12,11961.8
2014-11-13,11709.4
2014-11-14,11609.1
2014-11-15,11407.5
2014-11-16,11301.1
2014-11-17,11911.7
2014-11-18,12005.8
2014-11-19,12256.1
2014-11-20,12312.1
2014-11-21,11769.4
2014-11-22,11460.4
2014-11-23,11535.4
2014-11-24,12226.1
2014-11-25,11875.5
2014-11-26,11786.2
2014-11-27,11471.1
2014-11-28,11530.5
2014-11-29,11684.3
2014-11-30,11675.9
2014-12-01,11936.5
2014-12-02,12000.2
2014-12-03,11839.8
2014-12-04,11817.7
2014-12-05,11946.1
2014-12-06,11732.0
2014-12-07,11344.0
2014-12-08,11848.7
2014-12-09,11948.7
2014-12-10,11822.4
2014-12-11,12014.3
2014-12-12,11700.7
2014-12-13,11608.9
2014-12-14,11483.6
2014-12-15,11636.3
2014-12-16,11677.8
2014-12-17,11748.9
2014-12-18,11807.3
2014-12-19,11260.0
2014-12-20,11689.8
2014-12-21,11728.7
2014-12-22,12209.0
2014-12-23,12265.5
2014-12-24,11943.8
2014-12-25,11790.4
2014-12-26,11775.1
2014-12-27,12046.1
2014-12-28,12015.6
2014-12-29,12029.9
2014-12-30,12031.1
2014-12-31,12285.1
2015-01-01,11919.1
2015-01-02,12297.3
2015-01-03,11881.1
2015-01-04,11798.7
2015-01-05,11949.1
2015-01-06,12198.5
2015-01-07,11315.8
2015-01-08,10284.4
2015-01-09,9812.7
2015-01-10,9805.5
2015-01-11,9600.7
2015-01-12,11245.6
2015-01-13,12230.3
2015-01-14,11981.0
2015-01-15,12348.6
2015-01-16,12210.7
2015-01-17,11941.4
2015-01-18,12007.6
2015-01-19,11847.8
2015-01-20,12016.9
2015-01-21,11944.3
2015-01-22,12017.7
2015-01-23,11792.8
2015-01-24,11595.2
2015-01-25,11669.2
2015-01-26,12164.0
2015-01-27,12107.8
2015-01-28,12435.2
2015-01-29,10428.6
2015-01-30,10009.2
2015-01-31,9912.6
2015-02-01,9774.3
2015-02-02,11398.0
2015-02-03,12586.6
2015-02-04,12148.3
2015-02-05,12663.0
2015-02-06,10841.9
2015-02-07,10157.6
2015-02-08,9620.9
2015-02-09,11719.4
2015-02-10,10622.8
2015-02-11,11222.9
2015-02-12,12510.9
2015-02-13,12595.5
2015-02-14,9701.4
2015-02-15,10035.7
2015-02-16,9797.8
2015-02-17,9740.0
2015-02-18,10059.6
2015-02-19,10537.3
2015-02-20,10328.1
2015-02-21,10354.2
2015-02-22,9695.6
2015-02-23,11948.0
2015-02-24,11861.1
2015-02-25,12119.6
2015-02-26,11905.7
2015-02-27,12400.0
2015-02-28,11500.8
2015-03-01,10295.1
2015-03-02,9837.6
2015-03-03,11566.0
2015-03-04,11982.6
2015-03-05,12000.9
2015-03-06,11136.8
2015-03-07,10552.4
2015-03-08,9122.4
2015-03-09,11612.9
2015-03-10,11868.5
2015-03-11,12248.0
2015-03-12,11877.9
2015-03-13,12197.5
2015-03-14,11682.0
2015-03-15,11963.8
2015-03-16,11994.4
2015-03-17,12105.8
2015-03-18,11965.6
2015-03-19,12255.0
2015-03-20,11926.6
2015-03-21,11962.6
2015-03-22,11601.9
2015-03-23,12227.2
2015-03-24,11270.5
2015-03-25,11616.6
2015-03-26,12233.2
2015-03-27,12181.7
2015-03-28,11472.7
2015-03-29,11797.0
2015-03-30,11587.3
2015-03-31,11912.0
2015-04-01,11543.7
2015-04-02,11937.8
2015-04-03,12398.2
2015-04-04,11936.5
2015-04-05,11875.1
2015-04-06,12228.6
2015-04-07,11956.5
2015-04-08,12070.1
2015-04-09,12098.7
2015-04-10,12216.0
2015-04-11,11890.9
2015-04-12,12010.5
2015-04-13,12227.1
2015-04-14,11875.4
2015-04-15,11878.2
2015-04-16,11899.3
2015-04-17,11892.0
2015-04-18,12204.6
2015-04-19,11720.6
2015-04-20,12363.4
2015-04-21,11972.7
2015-04-22,11773.5
2015-04-23,11769.8
2015-04-24,11563.6
2015-04-25,10422.6
2015-04-26,10507.2
2015-04-27,11580.0
2015-04-28,11624.4
2015-04-29,11332.8
2015-04-30,11835.1
2015-05-01,11446.7
2015-05-02,11506.0
2015-05-03,11681.8
2015-05-04,12229.6
2015-05-05,12189.9
2015-05-06,12264.3
2015-05-07,12362.5
2015-05-08,12457.8
2015-05-09,12386.9
2015-05-10,12856.2
2015-05-11,12975.2
2015-05-12,13059.1
2015-05-13,12202.8
2015-05-14,12203.9
2015-05-15,12171.0
2015-05-16,12587.5
2015-05-17,12813.0
2015-05-18,13425.8
2015-05-19,13271.9
2015-05-20,12197.6
2015-05-21,12005.1
2015-05-22,11901.0
2015-05-23,11740.1
2015-05-24,12051.2
2015-05-25,12456.7
2015-05-26,13156.6
2015-05-27,13458.5
2015-05-28,13405.1
2015-05-29,13877.4
2015-05-30,13320.5
2015-05-31,13422.2
2015-06-01,12760.0
2015-06-02,11760.1
2015-06-03,12466.8
2015-06-04,12655.1
2015-06-05,12733.6
2015-06-06,13045.6
2015-06-07,12822.2
2015-06-08,13669.0
2015-06-09,13682.8
2015-06-10,13234.5
2015-06-11,14028.2
2015-06-12,14817.7
2015-06-13,14229.3
2015-06-14,14775.9
2015-06-15,15020.7
2015-06-16,15211.6
2015-06-17,13176.2
2015-06-18,14852.8
2015-06-19,14128.7
2015-06-20,14462.6
